,city,State,Payment,lat,lng,group,start_year,reach_stage
2429,Westerly,Rhode Island,6531,41.3723,-71.8069,NA,2012,1
2430,Abbeville,South Carolina,7694,34.1787,-82.3774,NA,2011,1
2431,Aiken,South Carolina,11511,33.5303,-81.727,NA,2013,2
2432,Anderson,South Carolina,35701,34.5212,-82.6479,NA,2012,2
2433,Barnwell,South Carolina,46178,33.2419,-81.3659,NA,2011,2
2434,Beaufort,South Carolina,33635,32.4487,-80.7103,NA,2011,1
2436,Camden,South Carolina,22422,34.2564,-80.6085,NA,2013,2
2437,Charleston,South Carolina,83133,32.8137,-79.9643,NA,2011,2
2438,Cheraw,South Carolina,30082,34.6962,-79.9029,NA,2012,2
2439,Chester,South Carolina,21924,34.705,-81.2132,NA,2012,2
2440,Clinton,South Carolina,6532,34.4774,-81.864,NA,2013,2
2441,Columbia,South Carolina,15183,34.037,-80.9042,NA,2012,2
2442,Conway,South Carolina,34707,33.8404,-79.0419,NA,2012,2
2443,Dillon,South Carolina,36990,34.423,-79.369,NA,2012,2
2444,Easley,South Carolina,31964,34.819,-82.5828,NA,2012,2
2445,Edgefield,South Carolina,12835,33.7871,-81.9292,NA,2014,1
2446,Florence,South Carolina,76584,34.1785,-79.7857,NA,2012,2
2447,Georgetown,South Carolina,51413,33.3594,-79.2959,NA,2012,2
2448,Greenville,South Carolina,109046,34.8363,-82.365,NA,2011,2
2449,Greenwood,South Carolina,12824,34.1944,-82.1543,NA,2013,2
2450,Greer,South Carolina,39537,34.9346,-82.2333,NA,2012,2
2451,Hardeeville,South Carolina,13819,32.295,-81.0324,NA,2014,2
2452,Hartsville,South Carolina,29073,34.3679,-80.0829,NA,2012,2
2453,Hilton Head Island,South Carolina,18349,32.1896,-80.7499,NA,2014,2
2454,Kingstree,South Carolina,18473,33.6664,-79.8292,NA,2013,1
2455,Lake City,South Carolina,25755,33.8676,-79.7533,NA,2013,2
2456,Lancaster,South Carolina,32400,34.7247,-80.7802,NA,2012,2
2457,Loris,South Carolina,17849,34.0575,-78.8877,NA,2014,2
2459,Mullins,South Carolina,25599,34.2043,-79.2535,NA,2012,2
2460,Murrells Inlet,South Carolina,22151,33.5561,-79.059,NA,2012,2
2462,Newberry,South Carolina,37156,34.2822,-81.6012,NA,2012,2
2463,Orangeburg,South Carolina,23679,33.4928,-80.8671,NA,2012,2
2464,Rock Hill,South Carolina,14957,34.9413,-81.025,NA,2013,2
2465,Seneca,South Carolina,7474,34.6816,-82.9609,NA,2013,2
2466,Spartanburg,South Carolina,67209,34.9437,-81.9257,NA,2012,2
2467,Sumter,South Carolina,24808,33.9392,-80.393,NA,2013,2
2468,Union,South Carolina,24447,34.7235,-81.6248,NA,2012,2
2469,Varnville,South Carolina,25403,32.8521,-81.0802,NA,2013,2
2470,Walterboro,South Carolina,30103,32.9005,-80.6752,NA,2011,2
2471,West Columbia,South Carolina,20039,33.9925,-81.0919,NA,2013,2
2472,Aberdeen,South Dakota,82745,45.4646,-98.468,NA,2012,2
2473,Bowdle,South Dakota,11310,45.4512,-99.6566,NA,2014,1
2474,Britton,South Dakota,11208,45.7924,-97.7529,NA,2013,1
2475,Brookings,South Dakota,39571,44.3022,-96.7859,NA,2012,2
2477,Chamberlain,South Dakota,9254,43.7858,-99.3264,NA,2012,1
2478,Clear Lake,South Dakota,10499,44.7646,-96.6767,NA,2012,1
2480,Eagle Butte,South Dakota,17903,44.9907,-101.2275,NA,2013,1
2481,Faulkton,South Dakota,19783,45.0342,-99.1266,NA,2012,2
2482,Hot Springs,South Dakota,14788,43.4313,-103.4836,NA,2013,2
2483,Huron,South Dakota,31550,44.3622,-98.2102,NA,2012,2
2484,Madison,South Dakota,5657,44.0062,-97.1084,NA,2012,1
2485,Martin,South Dakota,597,43.1748,-101.7324,NA,2014,1
2486,Miller,South Dakota,1034,44.5205,-98.9871,NA,2013,1
2487,Mitchell,South Dakota,39750,43.7294,-98.0336,NA,2012,2
2488,Mobridge,South Dakota,10876,45.5411,-100.435,NA,2013,1
2489,Parkston,South Dakota,9108,43.3929,-97.9864,NA,2012,1
2490,Philip,South Dakota,1112,44.0408,-101.6646,NA,2015,1
2491,Pierre,South Dakota,31773,44.3748,-100.3205,NA,2014,2
2492,Pine Ridge,South Dakota,29030,43.0269,-102.5525,NA,2013,2
2493,Platte,South Dakota,7500,43.3869,-98.8437,NA,2012,1
2494,Rapid City,South Dakota,116570,44.0716,-103.2205,NA,2011,2
2495,Redfield,South Dakota,7585,44.8724,-98.5186,NA,2014,2
2496,Rosebud,South Dakota,21227,43.2399,-100.8229,NA,2012,1
2497,Sioux Falls,South Dakota,100234,43.5397,-96.7322,NA,2012,2
2498,Sisseton,South Dakota,8776,45.6625,-97.0453,NA,2015,1
2499,Spearfish,South Dakota,45554,44.4912,-103.8166,NA,2012,2
2500,Tyndall,South Dakota,24667,42.9899,-97.8642,NA,2012,2
2502,Viborg,South Dakota,5768,43.1714,-97.0798,NA,2012,1
2503,Wagner,South Dakota,12078,43.0768,-98.2934,NA,2012,2
2504,Watertown,South Dakota,29560,44.9096,-97.1536,NA,2012,2
2505,Webster,South Dakota,8100,45.3366,-97.5218,NA,2012,1
2506,Wessington Springs,South Dakota,28260,44.0805,-98.5715,NA,2012,2
2507,Winner,South Dakota,10030,43.3776,-99.8551,NA,2012,1
2508,Yankton,South Dakota,73795,42.89,-97.3924,NA,2012,2
2509,Athens,Tennessee,38733,35.4573,-84.6042,NA,2012,2
2510,Bartlett,Tennessee,21182,35.2337,-89.8195,NA,2013,2
2511,Bolivar,Tennessee,18988,35.2645,-89.0118,NA,2013,2
2512,Bristol,Tennessee,31191,36.5572,-82.2144,NA,2012,2
2513,Brownsville,Tennessee,2732,35.5888,-89.258,NA,2012,1
2514,Camden,Tennessee,5784,36.0663,-88.1047,NA,2013,1
2515,Chattanooga,Tennessee,38970,35.0657,-85.2488,NA,2011,2
2516,Clarksville,Tennessee,35640,36.5696,-87.3428,NA,2012,2
2517,Cleveland,Tennessee,10836,35.1817,-84.8707,NA,2013,2
2518,Columbia,Tennessee,14817,35.6225,-87.0478,NA,2012,2
2519,Cookeville,Tennessee,17214,36.1484,-85.5114,NA,2013,2
2520,Covington,Tennessee,10688,35.5656,-89.648,NA,2015,1
2521,Crossville,Tennessee,20896,35.9526,-85.0294,NA,2012,2
2522,Dickson,Tennessee,33214,36.0637,-87.3661,NA,2011,1
2523,Dyersburg,Tennessee,29731,36.0465,-89.3778,NA,2012,2
2524,Erin,Tennessee,22962,36.3159,-87.7026,NA,2014,2
2525,Etowah,Tennessee,3250,35.3384,-84.5281,NA,2013,1
2526,Fayetteville,Tennessee,37186,35.149,-86.5634,NA,2012,2
2527,Franklin,Tennessee,22614,35.9214,-86.8524,NA,2013,2
2528,Gallatin,Tennessee,10912,36.3783,-86.4696,NA,2013,2
2529,Greeneville,Tennessee,64193,36.168,-82.8197,NA,2011,2
2530,Harriman,Tennessee,16687,35.9306,-84.5603,NA,2013,2
2531,Hartsville,Tennessee,1471,36.3909,-86.1672,NA,2013,2
2532,Hendersonville,Tennessee,30877,36.3063,-86.5997,NA,2011,2
2534,Humboldt,Tennessee,4025,35.8254,-88.9045,NA,2013,1
2535,Huntingdon,Tennessee,12615,36.0052,-88.4181,NA,2015,1
2536,Jackson,Tennessee,57507,35.6533,-88.8352,NA,2012,2
2537,Jamestown,Tennessee,29464,36.4319,-84.9341,NA,2012,2
2538,Jasper,Tennessee,2649,35.0663,-85.6227,NA,2013,1
2539,Jefferson City,Tennessee,20596,36.1197,-83.4839,NA,2013,2
2540,Jellico,Tennessee,37335,36.5879,-84.1269,NA,2011,2
2541,Johnson City,Tennessee,91821,36.3406,-82.3804,NA,2012,2
2542,Knoxville,Tennessee,67352,35.9692,-83.9495,NA,2011,2
2544,LaFollette,Tennessee,20447,36.372,-84.1252,NA,2013,2
2545,Lawrenceburg,Tennessee,16245,35.2497,-87.3325,NA,2013,2
2546,Lebanon,Tennessee,31934,36.2038,-86.3466,NA,2012,2
2547,Lenoir City,Tennessee,17168,35.8114,-84.2817,NA,2013,2
2548,Lexington,Tennessee,18479,35.6609,-88.3965,NA,2013,2
2549,Linden,Tennessee,31781,35.6123,-87.8429,NA,2012,2
2550,Livingston,Tennessee,29958,36.3875,-85.3265,NA,2012,2
2551,Martin,Tennessee,29435,36.3385,-88.8513,NA,2013,2
2552,Maryville,Tennessee,16333,35.7469,-83.9786,NA,2013,2
2555,Memphis,Tennessee,133372,35.1047,-89.9773,NA,2011,2
2556,Milan,Tennessee,17510,35.9126,-88.7556,NA,2013,2
2557,Morristown,Tennessee,42455,36.2043,-83.3001,NA,2013,2
2558,Mountain City,Tennessee,5672,36.4695,-81.8049,NA,2013,1
2559,Murfreesboro,Tennessee,56150,35.8493,-86.4098,NA,2012,2
2560,Nashville,Tennessee,191787,36.1714,-86.7844,NA,2011,2
2561,Newport,Tennessee,16327,35.9617,-83.1977,NA,2013,2
2562,Oak Ridge,Tennessee,14264,35.9639,-84.2938,NA,2013,2
2563,Paris,Tennessee,30041,36.2934,-88.3065,NA,2012,2
2564,Parsons,Tennessee,30864,35.6512,-88.123,NA,2011,2
2565,Pulaski,Tennessee,30079,35.1934,-87.0353,NA,2013,2
2566,Ripley,Tennessee,9589,35.7449,-89.5358,NA,2013,1
2567,Rogersville,Tennessee,39751,36.408,-83.0037,NA,2012,2
2568,Savannah,Tennessee,38888,35.2211,-88.2359,NA,2012,2
2569,Selmer,Tennessee,26961,35.1708,-88.5959,NA,2013,2
2570,Sevierville,Tennessee,18713,35.8873,-83.5678,NA,2013,2
2571,Shelbyville,Tennessee,26176,35.4987,-86.4516,NA,2012,2
2572,Smithville,Tennessee,45568,35.9584,-85.8211,NA,2012,2
2573,Smyrna,Tennessee,38188,35.9727,-86.5244,NA,2011,1
2574,Sneedville,Tennessee,6014,36.5366,-83.2099,NA,2012,1
2575,Somerville,Tennessee,17284,35.2352,-89.3869,NA,2012,2
2576,Sparta,Tennessee,26034,35.9347,-85.4726,NA,2012,2
2577,Springfield,Tennessee,32649,36.4945,-86.8706,NA,2012,1
2578,Sweetwater,Tennessee,28942,35.6027,-84.4718,NA,2012,2
2579,Tazewell,Tennessee,44715,36.4626,-83.567,NA,2012,2
2580,Trenton,Tennessee,3838,35.9685,-88.9457,NA,2013,1
2581,Tullahoma,Tennessee,25629,35.372,-86.2173,NA,2013,2
2582,Union City,Tennessee,12365,36.4265,-89.0477,NA,2015,1
2583,Waverly,Tennessee,31137,36.0939,-87.7846,NA,2012,2
2584,Waynesboro,Tennessee,5650,35.3236,-87.7593,NA,2013,1
2585,Winchester,Tennessee,21132,35.1899,-86.1077,NA,2013,2
2586,Abilene,Texas,29983,32.4543,-99.7384,NA,2013,2
2587,Allen,Texas,47329,33.1088,-96.6735,NA,2011,2
2588,Amarillo,Texas,31933,35.1988,-101.8308,NA,2013,2
2589,Anahuac,Texas,9581,29.7649,-94.6787,NA,2012,1
2591,Angleton,Texas,14348,29.1716,-95.4292,NA,2013,1
2592,Anson,Texas,30955,32.755,-99.8962,NA,2011,1
2593,Arlington,Texas,85859,32.6998,-97.125,NA,2011,2
2594,Aspermont,Texas,21103,33.1405,-100.2253,NA,2011,2
2595,Athens,Texas,22637,32.2053,-95.8348,NA,2013,2
2596,Atlanta,Texas,6370,33.1136,-94.1672,NA,2011,1
2597,Austin,Texas,264705,30.3006,-97.7517,NA,2011,2
2598,Azle,Texas,27149,32.8954,-97.5379,NA,2011,2
2599,Ballinger,Texas,16556,31.7394,-99.9559,NA,2011,2
2600,Bay City,Texas,28949,28.9816,-95.9603,NA,2013,2
2601,Baytown,Texas,12159,29.7607,-94.9628,NA,2013,1
2602,Beaumont,Texas,84002,30.0849,-94.1451,NA,2012,2
2603,Bedford,Texas,23221,32.8464,-97.135,NA,2011,2
2604,Bellaire,Texas,50425,29.704,-95.4621,NA,2011,2
2605,Bellville,Texas,25774,29.9472,-96.2597,NA,2013,2
2606,Big Lake,Texas,24165,31.1935,-101.4599,NA,2012,1
2607,Big Spring,Texas,35305,32.2387,-101.4802,NA,2012,2
2608,Bonham,Texas,1991,33.588,-96.1901,NA,2013,1
2609,Borger,Texas,24380,35.6598,-101.4012,NA,2012,2
2610,Bowie,Texas,19223,33.5566,-97.8439,NA,2012,2
2611,Breckenridge,Texas,28507,32.7566,-98.9125,NA,2013,2
2612,Brownfield,Texas,32742,33.1757,-102.273,NA,2012,2
2613,Brownsville,Texas,51617,25.998,-97.4565,NA,2011,2
2614,Brownwood,Texas,20687,31.7124,-98.9766,NA,2012,1
2615,Bryan,Texas,22495,30.6657,-96.3672,NA,2013,2
2616,Burleson,Texas,23821,32.5173,-97.3346,NA,2011,2
2617,Burnet,Texas,10545,30.7478,-98.2392,NA,2012,1
2618,Caldwell,Texas,7844,30.5307,-96.7007,NA,2013,1
2619,Canadian,Texas,38440,35.9098,-100.3839,NA,2011,2
2620,Carrollton,Texas,16284,32.9886,-96.9,NA,2013,2
2621,Carthage,Texas,15561,32.1526,-94.3368,NA,2013,2
2622,Childress,Texas,32170,34.4293,-100.2516,NA,2011,2
2623,Chillicothe,Texas,9347,34.256,-99.5144,NA,2014,1
2624,Clarksville,Texas,7470,33.611,-95.0562,NA,2013,1
2625,Cleburne,Texas,29815,32.3562,-97.4146,NA,2011,2
2626,Clifton,Texas,27336,31.7822,-97.5824,NA,2012,2
2627,College Station,Texas,39714,30.5852,-96.296,NA,2012,2
2628,Colorado City,Texas,35022,32.3995,-100.8582,NA,2012,2
2629,Columbus,Texas,25191,29.7055,-96.5563,NA,2012,2
2630,Conroe,Texas,27553,30.322,-95.4807,NA,2011,2
2631,Corpus Christi,Texas,172155,27.7173,-97.3822,NA,2011,2
2632,Corsicana,Texas,26482,32.0821,-96.468,NA,2012,2
2633,Crane,Texas,30554,31.3919,-102.3503,NA,2012,2
2634,Crockett,Texas,39811,31.3177,-95.4564,NA,2013,2
2635,Crosbyton,Texas,9999,33.6413,-101.2377,NA,2013,1
2636,Cuero,Texas,29529,29.1024,-97.2871,NA,2012,2
2638,Dalhart,Texas,13746,36.058,-102.5123,NA,2011,1
2639,Dallas,Texas,433880,32.7937,-96.7662,NA,2011,2
2640,Decatur,Texas,28873,33.2277,-97.5898,NA,2012,2
2641,Del Rio,Texas,37963,29.3706,-100.8798,NA,2012,2
2642,Denison,Texas,10693,33.7675,-96.5807,NA,2013,2
2643,Denton,Texas,71890,33.2176,-97.1421,NA,2011,2
2644,Denver City,Texas,18199,32.968,-102.8318,NA,2012,1
2645,Dimmitt,Texas,20693,34.5325,-102.3111,NA,2011,2
2646,Dumas,Texas,37169,35.8613,-101.9642,NA,2013,2
2647,Eagle Lake,Texas,23311,29.588,-96.3282,NA,2013,2
2648,Eagle Pass,Texas,19399,28.7118,-100.4832,NA,2013,2
2649,Eastland,Texas,41760,32.403,-98.8173,NA,2011,2
2650,Eden,Texas,10714,31.2162,-99.844,NA,2012,1
2651,Edinburg,Texas,33069,26.319,-98.1607,NA,2012,2
2653,Edna,Texas,9294,28.9757,-96.6483,NA,2012,1
2654,El Campo,Texas,50021,29.1989,-96.2751,NA,2012,2
2655,El Paso,Texas,188783,31.8479,-106.4309,NA,2011,2
2656,Electra,Texas,37459,34.0321,-98.9208,NA,2011,1
2657,Ennis,Texas,25042,32.3258,-96.6374,NA,2013,2
2658,Fairfield,Texas,19082,31.7184,-96.1697,NA,2013,2
2659,Floresville,Texas,17794,29.14,-98.163,NA,2012,1
2660,Flower Mound,Texas,34617,33.0344,-97.1147,NA,2012,2
2661,Fort Stockton,Texas,43030,30.8926,-102.8848,NA,2011,1
2662,Fort Worth,Texas,210526,32.7814,-97.3473,NA,2011,2
2663,Fredericksburg,Texas,28123,30.2671,-98.8757,NA,2012,2
2664,Frisco,Texas,49564,33.1553,-96.8218,NA,2013,2
2665,Gainesville,Texas,34432,33.6391,-97.1488,NA,2011,1
2666,Galveston,Texas,33478,29.2487,-94.891,NA,2012,2
2667,Garland,Texas,22712,32.91,-96.6305,NA,2013,2
2668,Gatesville,Texas,21647,31.4419,-97.7351,NA,2011,2
2669,Gilmer,Texas,6517,32.7317,-94.946,NA,2013,1
2670,Glen Rose,Texas,39230,32.2462,-97.744,NA,2011,1
2671,Gonzales,Texas,28259,29.5126,-97.4472,NA,2012,1
2672,Graham,Texas,36337,33.1017,-98.5778,NA,2014,2
2673,Granbury,Texas,27384,32.4483,-97.7685,NA,2012,2
2674,Grand Prairie,Texas,33989,32.6869,-97.0209,NA,2013,2
2675,Grapevine,Texas,19832,32.9343,-97.0744,NA,2013,2
2676,Greenville,Texas,24845,33.1116,-96.1098,NA,2014,2
2677,Hallettsville,Texas,20866,29.4429,-96.9436,NA,2012,2
2678,Hamilton,Texas,29317,31.6997,-98.1208,NA,2011,2
2679,Hamlin,Texas,31312,32.8898,-100.1329,NA,2011,1
2680,Harker Heights,Texas,26886,31.0572,-97.6445,NA,2014,2
2681,Harlingen,Texas,39191,26.1917,-97.6977,NA,2013,2
2682,Haskell,Texas,9549,33.1597,-99.732,NA,2012,1
2683,Henderson,Texas,29154,32.1576,-94.796,NA,2013,2
2684,Henrietta,Texas,19039,33.8147,-98.1925,NA,2012,2
2685,Hereford,Texas,28198,34.8232,-102.4001,NA,2012,2
2686,Hillsboro,Texas,28257,32.0091,-97.1151,NA,2013,2
2687,Hondo,Texas,22059,29.3532,-99.1621,NA,2013,2
2688,Houston,Texas,509191,29.7868,-95.3905,NA,2011,2
2689,Huntsville,Texas,27476,30.705,-95.5545,NA,2013,2
2691,Irving,Texas,86172,32.8584,-96.9702,NA,2011,2
2692,Jacksboro,Texas,22999,33.2235,-98.1589,NA,2011,2
2693,Jacksonville,Texas,41765,31.9643,-95.2617,NA,2013,2
2694,Jourdanton,Texas,37354,28.9138,-98.5411,NA,2012,2
2695,Kaufman,Texas,39157,32.5769,-96.316,NA,2011,2
2696,Kenedy,Texas,18262,28.8176,-97.8518,NA,2012,1
2697,Kermit,Texas,14295,31.854,-103.0924,NA,2015,1
2698,Kerrville,Texas,32638,30.0399,-99.1319,NA,2012,2
2699,Kilgore,Texas,27813,32.3979,-94.8603,NA,2013,2
2700,Kingwood,Texas,62686,30.0336,-95.261,NA,2011,2
2701,Knox City,Texas,37505,33.4176,-99.8157,NA,2011,2
2702,Kyle,Texas,50185,29.9938,-97.8859,NA,2012,2
2703,Lamesa,Texas,58551,32.7333,-101.9542,NA,2012,2
2704,Lampasas,Texas,29574,31.064,-98.1824,NA,2011,2
2705,Lancaster,Texas,11307,32.5922,-96.7737,NA,2014,1
2706,Laredo,Texas,17717,27.5616,-99.487,NA,2013,2
2707,Levelland,Texas,30223,33.5806,-102.3636,NA,2014,2
2708,Lewisville,Texas,24445,33.0453,-96.9823,NA,2011,1
2709,Liberty,Texas,9057,30.049,-94.7903,NA,2013,1
2710,Littlefield,Texas,44161,33.9191,-102.3349,NA,2012,2
2711,Livingston,Texas,26388,30.71,-94.9381,NA,2013,2
2712,Llano,Texas,41228,30.7509,-98.6763,NA,2011,1
2713,Longview,Texas,41843,32.5192,-94.7622,NA,2012,2
2714,Lubbock,Texas,124997,33.5643,-101.8871,NA,2012,2
2715,Lufkin,Texas,53895,31.3217,-94.7277,NA,2012,2
2716,Luling,Texas,11926,29.6817,-97.6466,NA,2012,1
2717,Madisonville,Texas,9127,30.9538,-95.909,NA,2013,1
2718,Mansfield,Texas,33218,32.569,-97.1211,NA,2011,1
2719,Marlin,Texas,52052,31.3085,-96.8934,NA,2011,2
2720,Marshall,Texas,16650,32.537,-94.3515,NA,2013,2
2721,McAllen,Texas,23115,26.2325,-98.2467,NA,2011,2
2722,McCamey,Texas,17460,31.1325,-102.22,NA,2013,2
2723,McKinney,Texas,71280,33.2016,-96.6669,NA,2011,2
2724,Mexia,Texas,18815,31.6809,-96.4833,NA,2013,2
2725,Midland,Texas,34043,32.0249,-102.1137,NA,2011,1
2726,Monahans,Texas,14983,31.6289,-103.0404,NA,2014,1
2727,Mount Vernon,Texas,5835,33.176,-95.2253,NA,2013,1
2729,Muenster,Texas,4104,33.6586,-97.3874,NA,2014,1
2730,Muleshoe,Texas,17272,34.2292,-102.7284,NA,2012,1
2731,Nacogdoches,Texas,44011,31.6135,-94.6528,NA,2012,2
2732,Nassau Bay,Texas,97514,29.5448,-95.0865,NA,2012,2
2733,New Braunfels,Texas,19588,29.6995,-98.1153,NA,2015,1
2734,Nocona,Texas,37380,33.7835,-97.7302,NA,2013,2
2735,North Richland Hills,Texas,19985,32.8605,-97.218,NA,2011,1
2736,Odessa,Texas,37233,31.8831,-102.3407,NA,2012,2
2737,Olney,Texas,12229,33.3643,-98.7584,NA,2011,1
2738,Palacios,Texas,12676,28.7198,-96.235,NA,2012,1
2739,Palestine,Texas,16626,31.7544,-95.6471,NA,2013,2
2740,Pampa,Texas,19612,35.5479,-100.965,NA,2014,2
2741,Paris,Texas,11035,33.6689,-95.5462,NA,2013,2
2742,Pasadena,Texas,70724,29.6584,-95.1499,NA,2011,2
2743,Pearland,Texas,9468,29.5585,-95.3215,NA,2015,1
2744,Pearsall,Texas,31916,28.8884,-99.0987,NA,2013,2
2745,Pecos,Texas,9632,31.4046,-103.5056,NA,2012,1
2746,Perryton,Texas,8139,36.3931,-100.7974,NA,2012,1
2747,Pittsburg,Texas,14932,32.9997,-94.9668,NA,2013,1
2748,Plainview,Texas,32213,34.1909,-101.7234,NA,2014,2
2749,Plano,Texas,107739,33.0502,-96.7487,NA,2011,2
2750,Port Arthur,Texas,31567,29.8554,-93.9264,NA,2012,2
2751,Port Lavaca,Texas,48076,28.6181,-96.6278,NA,2011,2
2752,Quitman,Texas,13650,32.7951,-95.4443,NA,2013,1
2753,Rankin,Texas,13712,31.2253,-101.9394,NA,2013,1
2754,Refugio,Texas,28573,28.3073,-97.275,NA,2012,2
2755,Richardson,Texas,32273,32.9717,-96.7092,NA,2012,2
2756,Richmond,Texas,27083,29.5817,-95.7605,NA,2011,1
2758,Rockdale,Texas,8446,30.6543,-97.0088,NA,2012,1
2759,Rockwall,Texas,37028,32.9169,-96.4377,NA,2012,2
2760,Rotan,Texas,30677,32.854,-100.4655,NA,2012,2
2761,Round Rock,Texas,66014,30.5252,-97.6659,NA,2012,2
2762,Rowlett,Texas,27461,32.9156,-96.5488,NA,2014,2
2763,San Angelo,Texas,43735,31.4426,-100.4501,NA,2013,2
2764,San Antonio,Texas,298939,29.4722,-98.5247,NA,2011,2
2766,San Augustine,Texas,11264,31.5297,-94.1108,NA,2013,1
2767,San Marcos,Texas,26280,29.8734,-97.9382,NA,2011,2
2768,Seguin,Texas,19900,29.5894,-97.9659,NA,2013,2
2769,Shamrock,Texas,9374,35.2153,-100.2461,NA,2012,1
2770,Sherman,Texas,64650,33.6266,-96.6195,NA,2012,2
2772,Snyder,Texas,39458,32.7133,-100.9113,NA,2012,2
2773,Sonora,Texas,16151,30.5708,-100.644,NA,2013,2
2774,Southlake,Texas,46473,32.9545,-97.1503,NA,2012,2
2775,Spearman,Texas,27313,36.1982,-101.1943,NA,2011,2
2776,Stamford,Texas,27399,33.0156,-99.6716,NA,2011,2
2777,Stanton,Texas,9077,32.1315,-101.7928,NA,2012,1
2778,Stephenville,Texas,27166,32.2148,-98.2205,NA,2011,2
2779,Sugar Land,Texas,66102,29.5965,-95.6293,NA,2013,2
2780,Sulphur Springs,Texas,17253,33.1421,-95.6124,NA,2011,1
2781,Sunnyvale,Texas,5869,32.7974,-96.5577,NA,2012,1
2782,Sweeny,Texas,14300,29.0464,-95.6986,NA,2011,1
2783,Sweetwater,Texas,36242,32.4693,-100.4092,NA,2011,2
2784,Tahoka,Texas,28947,33.164,-101.7951,NA,2012,2
2785,Texarkana,Texas,51015,33.4487,-94.0815,NA,2012,2
2786,The Woodlands,Texas,33942,30.1738,-95.5134,NA,2013,2
2787,Throckmorton,Texas,17720,33.182,-99.1798,NA,2011,1
2788,Tomball,Texas,11042,30.0965,-95.6185,NA,2013,2
2789,Trinity,Texas,19682,30.9445,-95.3736,NA,2013,2
2790,Trophy Club,Texas,25650,33.0039,-97.1897,NA,2013,2
2791,Tulia,Texas,3634,34.5374,-101.7742,NA,2014,2
2792,Tyler,Texas,118547,32.3184,-95.3065,NA,2011,2
2793,Uvalde,Texas,28380,29.2153,-99.7782,NA,2013,2
2794,Victoria,Texas,69498,28.8285,-96.985,NA,2012,2
2795,Waco,Texas,50207,31.5597,-97.1883,NA,2012,2
2796,Waxahachie,Texas,19285,32.4036,-96.8428,NA,2013,2
2797,Weatherford,Texas,28551,32.7538,-97.7712,NA,2012,2
2798,Webster,Texas,95713,29.5317,-95.1188,NA,2011,2
2799,Weslaco,Texas,31641,26.1668,-97.9859,NA,2013,2
2800,West Lake Hills,Texas,35033,30.2919,-97.8084,NA,2011,2
2801,Wharton,Texas,15694,29.3138,-96.1044,NA,2013,1
2802,Wheeler,Texas,21578,35.4411,-100.2752,NA,2011,1
2803,Wichita Falls,Texas,55057,33.9072,-98.5293,NA,2012,2
2804,Winnie,Texas,17124,29.8167,-94.3807,NA,2013,1
2805,Winnsboro,Texas,9963,32.9557,-95.2909,NA,2013,1
2806,Yoakum,Texas,19456,29.2933,-97.1469,NA,2013,1
2807,Zapata,Texas,23473,26.9027,-99.2612,NA,2012,2
2808,Beaver,Utah,42551,38.2759,-112.6383,NA,2013,2
2809,Bountiful,Utah,36095,40.8722,-111.8647,NA,2011,1
2810,Brigham City,Utah,43420,41.5035,-112.0454,NA,2011,1
2811,Draper,Utah,17104,40.4956,-111.8607,NA,2014,2
2812,Kanab,Utah,617,37.0262,-112.5219,NA,2013,1
2813,Layton,Utah,46761,41.0771,-111.9622,NA,2012,2
2815,Moab,Utah,24703,38.57,-109.5476,NA,2014,1
2816,Monticello,Utah,13509,37.8684,-109.3384,NA,2013,1
2817,Nephi,Utah,3504,39.7072,-111.8323,NA,2014,1
2818,North Logan,Utah,47549,41.7759,-111.8066,NA,2013,2
2819,Ogden,Utah,47213,41.228,-111.9677,NA,2011,1
2820,Orem,Utah,36736,40.2983,-111.6993,NA,2011,1
2821,Payson,Utah,33716,40.0353,-111.7404,NA,2011,1
2822,Price,Utah,26484,39.604,-110.8004,NA,2013,2
2823,Roosevelt,Utah,38401,40.2923,-110.0061,NA,2012,2
2824,Salt Lake City,Utah,472066,40.7774,-111.9301,NA,2011,2
2825,Tooele,Utah,45107,40.5394,-112.3082,NA,2012,2
2826,Vernal,Utah,34584,40.4517,-109.5379,NA,2013,2
2827,West Jordan,Utah,37879,40.6024,-112.0008,NA,2012,2
2828,Bennington,Vermont,28880,42.8746,-73.1852,NA,2012,2
2830,Brattleboro,Vermont,38119,42.8588,-72.5628,NA,2012,2
2831,Burlington,Vermont,29263,44.4877,-73.2314,NA,2012,2
2832,Morrisville,Vermont,15046,44.5583,-72.5933,NA,2011,1
2833,Newport,Vermont,13724,44.9375,-72.2088,NA,2012,2
2834,Randolph,Vermont,24446,43.9273,-72.6728,NA,2013,2
2835,Rutland,Vermont,21826,43.6091,-72.9782,NA,2013,2
2839,Windsor,Vermont,6744,43.4799,-72.3936,NA,2013,1
2840,Alexandria,Virginia,36277,38.8185,-77.0861,NA,2013,2
2841,Arlington,Virginia,26684,38.8786,-77.1011,NA,2012,2
2842,Bedford,Virginia,29161,37.336,-79.5179,NA,2011,2
2843,Blacksburg,Virginia,29870,37.23,-80.428,NA,2011,1
2844,Charlottesville,Virginia,43859,38.0375,-78.4855,NA,2012,2
2845,Chesapeake,Virginia,14450,36.6778,-76.3024,NA,2013,2
2846,Christiansburg,Virginia,33294,37.1411,-80.4028,NA,2011,2
2847,Clintwood,Virginia,20306,37.1507,-82.4568,NA,2013,2
2848,Culpeper,Virginia,30483,38.4705,-78.0001,NA,2012,2
