"zip","city","state","latitude","longitude","Total_Payments"
"48708","Bay City","MI",43.583323,-83.87869,958341.09
"48722","Bridgeport","MI",43.346632,-83.84636,39800
"48723","Caro","MI",43.490117,-83.3881,329893.72
"48726","Cass City","MI",43.604819,-83.17889,60140
"48730","East Tawas","MI",44.335904,-83.48516,101960
"48731","Elkton","MI",43.83014,-83.16143,19600
"48732","Essexville","MI",43.605861,-83.81298,85620
"48734","Frankenmuth","MI",43.340413,-83.74123,318200
"48739","Hale","MI",44.379147,-83.83539,43480
"48740","Harrisville","MI",44.663477,-83.3516,15680
"48746","Millington","MI",43.274498,-83.53822,114721.69
"48750","Oscoda","MI",44.447318,-83.41927,133837.35
"48755","Pigeon","MI",43.85672,-83.28557,19600
"48756","Prescott","MI",44.206123,-83.99306,43720
"48759","Sebewaing","MI",43.737971,-83.43007,111560
"48763","Tawas City","MI",44.250144,-83.55805,294759.54
"48764","Tawas City","MI",44.266549,-83.519166,63080
"48768","Vassar","MI",43.370434,-83.57917,142476.98
"48801","Alma","MI",43.377113,-84.66256,925051.16
"48803","Troy","MI",42.581148,-83.09901,3920
"48811","Carson City","MI",43.184647,-84.84871,52839.88
"48813","Charlotte","MI",42.580076,-84.8228,671102.88
"48817","Corunna","MI",43.000193,-84.0634,71520
"48820","Dewitt","MI",42.842438,-84.58612,383320.7
"48823","East Lansing","MI",42.747922,-84.47143,3418484.2
"48824","East Lansing","MI",42.725884,-84.4792,2350013.05
"48827","Eaton Rapids","MI",42.507093,-84.6579,218898.03
"48829","Edmore","MI",43.404412,-85.03033,86960
"48831","Elsie","MI",43.098253,-84.37722,37840
"48835","Fowler","MI",43.011103,-84.74589,79120
"48836","Fowlerville","MI",42.666646,-84.07542,49570.31
"48837","Grand Ledge","MI",42.749774,-84.7503,360463.96
"48838","Greenville","MI",43.1791,-85.26533,556711.67
"48840","Haslett","MI",42.760217,-84.39027,270289.12
"48842","Holt","MI",42.639235,-84.52702,303533.78
"48843","Howell","MI",42.612243,-83.91835,592712.94
"48846","Ionia","MI",42.981932,-85.06679,105521.54
"48847","Ithaca","MI",43.269967,-84.59181,80047.88
"48848","Laingsburg","MI",42.884921,-84.3569,63782.08
"48849","Lake Odessa","MI",42.788151,-85.13565,231426.52
"48852","Mcbrides","MI",43.355304,-85.04326,29760
"48854","Mason","MI",42.582902,-84.44738,677438.69
"48858","Mount Pleasant","MI",43.60616,-84.78306,1251494.29
"48864","Okemos","MI",42.702128,-84.41946,1077031.99
"48866","Ovid","MI",42.997636,-84.37643,3920
"48867","Owosso","MI",42.99605,-84.17896,1116025.73
"48872","Perry","MI",42.807435,-84.22291,6859.7
"48875","Portland","MI",42.864338,-84.91289,188113.87
"48876","Potterville","MI",42.640719,-84.73826,87200
"48879","Saint Johns","MI",42.998998,-84.57704,568032.1
"48880","Saint Louis","MI",43.422397,-84.60041,87683.47
"48883","Shepherd","MI",43.534764,-84.68228,43480
"48884","Sheridan","MI",43.21107,-85.04772,43480
"48888","Stanton","MI",43.297366,-85.10506,38220
"48893","Weidman","MI",43.662482,-84.98244,23520
"48895","Williamston","MI",42.68669,-84.27844,99618.24
"48906","Lansing","MI",42.764167,-84.56153,90520
"48910","Lansing","MI",42.704435,-84.54915,2415487.37
"48911","Lansing","MI",42.677335,-84.56913,1337197.45
"48912","Lansing","MI",42.734434,-84.52497,4117353.96
"48915","Lansing","MI",42.737701,-84.57106,343484.87
"48917","Lansing","MI",42.735535,-84.62698,736218.27
"49001","Kalamazoo","MI",42.278891,-85.55107,72302.68
"49002","Portage","MI",42.210792,-85.55958,247903.62
"49004","Kalamazoo","MI",42.330089,-85.56635,37600
"49006","Kalamazoo","MI",42.295005,-85.62247,557900.23
"49007","Kalamazoo","MI",42.29714,-85.58573,4420105.91
"49008","Kalamazoo","MI",42.26549,-85.61098,262212.4
"49009","Kalamazoo","MI",42.272538,-85.69255,1312099.85
"49010","Allegan","MI",42.531244,-85.87438,135274.78
"49014","Battle Creek","MI",42.311089,-85.13845,388208.74
"49015","Battle Creek","MI",42.30244,-85.22294,1009375.3
"49016","Battle Creek","MI",42.34381,-85.29136,14700
"49017","Battle Creek","MI",42.35714,-85.20257,713008.94
"49021","Bellevue","MI",42.447038,-85.04264,9800
"49022","Benton Harbor","MI",42.10809,-86.41801,102280
"49024","Portage","MI",42.216541,-85.61773,1855547.88
"49028","Bronson","MI",41.850631,-85.18987,23520
"49032","Centreville","MI",41.924331,-85.51068,29760
"49036","Coldwater","MI",41.912776,-85.0142,528396.28
"49037","Battle Creek","MI",42.32,-85.26,228857.91
"49038","Coloma","MI",42.209307,-86.3337,106200
"49040","Colon","MI",41.960856,-85.33059,98360
"49045","Decatur","MI",42.105719,-85.99417,252.48
"49046","Delton","MI",42.504149,-85.39257,26460
"49047","Dowagiac","MI",42.004729,-86.1208,185913.45
"49048","Kalamazoo","MI",42.292335,-85.525359,2719140.54
"49053","Galesburg","MI",42.289991,-85.41657,17414.03
"49057","Hartford","MI",42.19923,-86.16943,6260.07
"49058","Hastings","MI",42.64275,-85.29296,547981.92
"49068","Marshall","MI",42.277837,-84.94869,1395886.91
"49071","Mattawan","MI",42.234417,-85.7807,12562.67
"49073","Nashville","MI",42.588988,-85.124,26460
"49076","Olivet","MI",42.439324,-84.91041,19600
"49078","Otsego","MI",42.459989,-85.71069,103093.91
"49079","Paw Paw","MI",42.22514,-85.90002,158109.68
"49080","Plainwell","MI",42.462935,-85.61256,110420
"49081","Portage","MI",42.171777,-85.617824,19600
"49083","Richland","MI",42.379689,-85.45022,64606.77
"49085","Saint Joseph","MI",42.074435,-86.47935,2274754.59
"49090","South Haven","MI",42.403593,-86.24912,327710.48
"49092","Tekonsha","MI",42.09724,-84.97543,64060
"49093","Three Rivers","MI",41.958306,-85.63829,203179.18
"49097","Vicksburg","MI",42.117028,-85.5073,171960
"49098","Watervliet","MI",42.186679,-86.25718,172111.7
"49103","Berrien Springs","MI",41.944691,-86.34979,128480
"49106","Bridgman","MI",41.94263,-86.55586,115380
"49112","Edwardsburg","MI",41.797792,-86.02616,37600
"49117","New Buffalo","MI",41.784691,-86.75519,61605.43
"49120","Niles","MI",41.828055,-86.23981,671187.34
"49127","Stevensville","MI",42.015092,-86.51351,233265.1
"49201","Jackson","MI",42.252268,-84.38842,1409455.79
"49202","Jackson","MI",42.262135,-84.41052,1328987.08
"49203","Jackson","MI",42.227536,-84.40913,1118474.55
"49204","Jackson","MI",42.252847,-84.213755,26460
"49221","Adrian","MI",41.900927,-84.04585,1166498.55
"49224","Albion","MI",42.261257,-84.75151,173499.58
"49228","Blissfield","MI",41.821595,-83.87435,56220
"49230","Brooklyn","MI",42.089891,-84.22768,58043.64
"49236","Clinton","MI",42.067837,-83.95779,223721.57
"49240","Grass Lake","MI",42.284771,-84.18971,168660
"49242","Hillsdale","MI",41.89958,-84.62624,792825.43
"49245","Homer","MI",42.147222,-84.80789,31507.74
"49247","Hudson","MI",41.857385,-84.34907,187298.57
"49250","Jonesville","MI",42.018585,-84.64548,233950.88
"49251","Leslie","MI",42.464769,-84.41116,95875.58
"49252","Litchfield","MI",42.034427,-84.77046,29760
"49254","Michigan Center","MI",42.230336,-84.32597,33680
"49256","Morenci","MI",41.746349,-84.21557,105580
"49265","Onsted","MI",42.020199,-84.16796,43480
"49283","Spring Arbor","MI",42.203838,-84.55243,51696.81
"49285","Stockbridge","MI",42.458785,-84.19374,34655.44
"49286","Tecumseh","MI",42.012268,-83.93878,597588.87
"49301","Ada","MI",42.97252,-85.47798,10748.43
"49306","Belmont","MI",43.078615,-85.59318,35620.36
"49307","Big Rapids","MI",43.697651,-85.47815,407795.11
"49315","Byron Center","MI",42.802932,-85.72542,394691.07
"49316","Caledonia","MI",42.794914,-85.55091,265119.82
"49319","Cedar Springs","MI",43.224155,-85.54811,142565.26
"49321","Comstock Park","MI",43.059661,-85.67384,247693.54
"49327","Grant","MI",43.34022,-85.82566,43480
"49331","Lowell","MI",42.944838,-85.34928,262884.16
"49333","Middleville","MI",42.689437,-85.46466,77160
"49337","Newaygo","MI",43.430588,-85.73515,17640
"49340","Remus","MI",43.617313,-85.09604,11760
"49341","Rockford","MI",43.117214,-85.5189,394868.48
"49345","Sparta","MI",43.161106,-85.69952,274765.53
"49346","Stanwood","MI",43.587286,-85.37833,58064.16
"49348","Wayland","MI",42.681969,-85.62761,188360
"49401","Allendale","MI",42.973667,-85.9318,118213.94
"49404","Coopersville","MI",43.06507,-85.94516,101660
"49408","Fennville","MI",42.575519,-86.12461,29760
"49412","Fremont","MI",43.464943,-85.95005,341115.4
"49415","Fruitport","MI",43.135994,-86.13348,41520
"49417","Grand Haven","MI",43.04117,-86.19013,1031331.46
"49418","Grandville","MI",42.891709,-85.76466,1009487.2
"49419","Hamilton","MI",42.679762,-85.98996,25097.06
"49420","Hart","MI",43.708002,-86.30604,41760
"49423","Holland","MI",42.765918,-86.10544,2436338.79
"49424","Holland","MI",42.823232,-86.12726,2453601.53
"49426","Hudsonville","MI",42.873302,-85.87861,379243.44
"49428","Jenison","MI",42.904275,-85.82314,606044.28
"49431","Ludington","MI",43.967306,-86.43044,628420
"49440","Muskegon","MI",43.234014,-86.25131,45837.18
"49441","Muskegon","MI",43.199364,-86.2668,618208.37
"49442","Muskegon","MI",43.232615,-86.1955,483612.25
"49444","Muskegon","MI",43.198048,-86.22774,3573245.97
"49445","Muskegon","MI",43.278021,-86.2682,493880.91
"49451","Ravenna","MI",43.200998,-85.96376,81508.07
"49454","Scottville","MI",43.946244,-86.28427,81940
"49455","Shelby","MI",43.607628,-86.37004,43480
"49456","Spring Lake","MI",43.08767,-86.19345,167148.63
"49460","West Olive","MI",42.935483,-86.14141,37600
"49461","Whitehall","MI",43.389775,-86.34028,22665.56
"49464","Zeeland","MI",42.829252,-85.99621,467322.97
"49503","Grand Rapids","MI",42.964176,-85.65885,6325311.89
"49505","Grand Rapids","MI",43.000076,-85.64785,114760
"49506","Grand Rapids","MI",42.945727,-85.61899,1688214.93
"49507","Grand Rapids","MI",42.933077,-85.65435,43480
"49508","Grand Rapids","MI",42.876661,-85.62856,1657302.76
"49509","Grand Rapids","MI",42.905877,-85.70392,264266.65
"49512","Grand Rapids","MI",42.888821,-85.5616,88183.08
"49514","Grand Rapids","MI",43.031413,-85.550267,43480
"49519","Wyoming","MI",42.89,-85.72,1937356.7
"49525","Grand Rapids","MI",43.022199,-85.61168,5683490.91
"49534","Grand Rapids","MI",42.97,-85.77,531636.12
"49544","Grand Rapids","MI",42.999561,-85.75371,706792.19
"49546","Grand Rapids","MI",42.927801,-85.54582,6643589.22
"49548","Grand Rapids","MI",42.868228,-85.66391,378085.57
"49601","Cadillac","MI",44.243788,-85.46006,1177419.84
"49615","Bellaire","MI",44.970267,-85.21448,43480
"49616","Benzonia","MI",44.592766,-86.08323,203891.48
"49621","Cedar","MI",44.872464,-85.78716,34588.63
"49629","Elk Rapids","MI",44.900873,-85.40671,44290.55
"49630","Empire","MI",44.845213,-86.02479,1960
"49631","Evart","MI",43.893894,-85.26394,39560
"49635","Frankfort","MI",44.631,-86.21484,66260
"49637","Grawn","MI",44.647716,-85.70649,35640
"49640","Honor","MI",44.701761,-86.05033,11383.37
"49643","Interlochen","MI",44.634131,-85.8079,37840
"49646","Kalkaska","MI",44.743834,-85.08986,43665.04
"49651","Lake City","MI",44.382889,-85.14305,51320
"49653","Lake Leelanau","MI",44.975051,-85.72325,58114.27
"49657","McBain","MI",44.204505,-85.1771,43480
"49660","Manistee","MI",44.234322,-86.27234,893108.02
"49677","Reed City","MI",43.906666,-85.5155,92725.96
"49682","Suttons Bay","MI",44.993085,-85.63635,216617.43
"49684","Traverse City","MI",44.74136,-85.67316,7140466.02
"49686","Traverse City","MI",44.735559,-85.54511,1333885.19
"49690","Williamsburg","MI",44.774285,-85.41696,18000
"49707","Alpena","MI",45.08583,-83.46411,1093318.44
"49712","Boyne City","MI",45.215511,-85.00995,141204.93
"49720","Charlevoix","MI",45.294169,-85.24516,433407.25
"49721","Cheboygan","MI",45.589694,-84.4625,232950.59
"49727","East Jordan","MI",45.1379,-85.12252,41760
"49734","Gaylord","MI",45.028411,-84.612207,13720
"49735","Gaylord","MI",44.989608,-84.67492,1036585.72
"49738","Grayling","MI",44.683274,-84.6253,299823.11
"49740","Harbor Springs","MI",45.502308,-84.99025,321743.95
"49749","Indian River","MI",45.418813,-84.59578,41187.84
"49756","Lewiston","MI",44.839929,-84.30787,47607.59
"49765","Onaway","MI",45.354463,-84.23956,72933.54
"49770","Petoskey","MI",45.360111,-84.93774,3090890.48
"49779","Rogers City","MI",45.413252,-83.83626,97740
"49781","Saint Ignace","MI",45.923952,-84.7255,34300
"49783","Sault Sainte Marie","MI",46.460895,-84.32485,249410.98
"49801","Iron Mountain","MI",45.87178,-87.99717,705451.64
"49802","Kingsford","MI",45.800687,-88.08323,260805.35
"49807","Bark River","MI",45.770006,-87.34617,60000
"49829","Escanaba","MI",45.751671,-87.08951,715057.92
"49837","Gladstone","MI",45.847136,-87.04529,90893.85
"49841","Gwinn","MI",46.299186,-87.43312,37600
"49849","Ishpeming","MI",46.458207,-87.72709,451995
"49854","Manistique","MI",46.042121,-86.33946,26460
"49855","Marquette","MI",46.554402,-87.42223,2863533.37
"49858","Menominee","MI",45.1431,-87.60897,47400
"49862","Munising","MI",46.37503,-86.70615,154900.37
"49864","Nahma","MI",45.840744,-86.66216,26460
"49866","Negaunee","MI",46.517192,-87.58245,180520
"49868","Newberry","MI",46.434201,-85.54758,43480
"49870","Norway","MI",45.792399,-87.90824,146947.47
"49886","Spalding","MI",45.695551,-87.50457,36658.45
"49887","Stephenson","MI",45.417184,-87.6281,40595.54
"49913","Calumet","MI",47.239083,-88.46121,145040
"49920","Crystal Falls","MI",46.12624,-88.35677,49000
"49925","Ewen","MI",46.555946,-89.34434,41520
"49930","Hancock","MI",47.145007,-88.57829,406529.06
"49931","Houghton","MI",47.11929,-88.57259,140550.43
"49935","Iron River","MI",46.108022,-88.70073,278952.21
"49938","Ironwood","MI",46.47351,-90.15732,197528.46
"49946","Lanse","MI",46.766303,-88.37867,86353.53
"50003","Adel","IA",41.612628,-94.03587,18000
"50009","Altoona","IA",41.644716,-93.46641,307893.49
"50010","Ames","IA",42.02933,-93.60966,4105639.64
"50014","Ames","IA",42.033235,-93.66741,159840
"50021","Ankeny","IA",41.725288,-93.60475,302248.72
"50022","Atlantic","IA",41.410484,-95.00852,445503.82
"50023","Ankeny","IA",41.71,-93.62,815340.76
"50025","Audubon","IA",41.741295,-94.92781,79360
"50035","Bondurant","IA",41.704455,-93.46171,37600
"50036","Boone","IA",42.074515,-93.87437,567600
"50047","Carlisle","IA",41.491089,-93.48058,22350.4
"50049","Chariton","IA",41.02891,-93.29857,181037.21
"50058","Coon Rapids","IA",41.87131,-94.6884,15446.07
"50060","Corydon","IA",40.756632,-93.31527,23073.02
"50111","Grimes","IA",41.67822,-93.7935,241678.69
"50112","Grinnell","IA",41.736434,-92.72123,558589.65
"50115","Guthrie Center","IA",41.690084,-94.52602,43720
"50124","Huxley","IA",41.893335,-93.59844,98720
"50125","Indianola","IA",41.354068,-93.57506,297400
"50126","Iowa Falls","IA",42.515426,-93.26217,189100
"50129","Jefferson","IA",42.017677,-94.37939,299940
"50131","Johnston","IA",41.674757,-93.71865,366527
"50138","Knoxville","IA",41.307595,-93.10226,519519.74
"50158","Marshalltown","IA",42.042506,-92.90646,2091559.25
"50171","Montezuma","IA",41.581309,-92.53946,38520
"50201","Nevada","IA",42.026021,-93.4484,213720
"50208","Newton","IA",41.702148,-93.04467,935709.6
"50211","Norwalk","IA",41.470726,-93.68225,302430.84
"50212","Ogden","IA",42.045766,-94.0443,72520
"50213","Osceola","IA",41.031309,-93.77004,249600
"50219","Pella","IA",41.411394,-92.91126,1206484.74
"50220","Perry","IA",41.846679,-94.10961,170720
"50225","Pleasantville","IA",41.381537,-93.27056,29760
"50226","Polk City","IA",41.782755,-93.71405,11755.52
"50248","Story City","IA",42.186442,-93.59867,81700
"50251","Sully","IA",41.5714,-92.85941,19849.44
"50263","Waukee","IA",41.601516,-93.86151,283835.67
"50265","West Des Moines","IA",41.570916,-93.73568,346832.79
"50266","West Des Moines","IA",41.581181,-93.78287,5882365.13
"50273","Winterset","IA",41.332618,-94.03802,97740
"50309","Des Moines","IA",41.585939,-93.62004,5750210.66
"50310","Des Moines","IA",41.625988,-93.67403,397048.34
"50311","Des Moines","IA",41.601189,-93.68076,36199.14
"50312","Des Moines","IA",41.587039,-93.67356,790860.89
"50313","Des Moines","IA",41.637638,-93.61636,34300
"50314","Des Moines","IA",41.602989,-93.63237,7232635.92
"50315","Des Moines","IA",41.545089,-93.61904,256620.44
"50316","Des Moines","IA",41.606339,-93.59829,1066217.45
"50317","Des Moines","IA",41.606939,-93.54829,30000
"50320","Des Moines","IA",41.537059,-93.58072,152980
"50322","Urbandale","IA",41.630521,-93.7238,844682.79
"50323","Urbandale","IA",41.625788,-93.80235,39800
"50324","Windsor Heights","IA",41.6,-93.71,187566.09
"50325","Clive","IA",41.60787,-93.78093,1798544.82
"50327","Pleasant Hill","IA",41.587818,-93.505751,385807.39
"50401","Mason City","IA",43.153969,-93.20037,2935610.91
"50421","Belmond","IA",42.842616,-93.6187,42140
"50424","Buffalo Center","IA",43.392145,-93.94282,32428.43
"50428","Clear Lake","IA",43.1375,-93.38463,177120
"50436","Forest City","IA",43.259165,-93.65625,150123.08
"50438","Garner","IA",43.102343,-93.61033,117286.33
"50441","Hampton","IA",42.743106,-93.21518,102900
"50450","Lake Mills","IA",43.418877,-93.52078,56460
"50458","Nora Springs","IA",43.147661,-93.00519,43720
"50459","Northwood","IA",43.444448,-93.24015,26460
"50461","Osage","IA",43.290536,-92.82115,57462.27
"50468","Rockford","IA",43.048973,-92.95458,76440
"50469","Rockwell","IA",42.994932,-93.20192,51796.98
"50472","Saint Ansgar","IA",43.402708,-92.93841,26460
"50475","Sheffield","IA",42.88516,-93.22082,34300
"50501","Fort Dodge","IA",42.499242,-94.18256,1582553.29
"50514","Armstrong","IA",43.398596,-94.47223,51496.73
"50525","Clarion","IA",42.738313,-93.7385,142700
"50533","Eagle Grove","IA",42.659143,-93.90684,74220
"50543","Gowrie","IA",42.269537,-94.29539,43720
"50548","Humboldt","IA",42.720313,-94.22517,174681.72
"50574","Pocahontas","IA",42.724938,-94.68365,100964.19
"50583","Sac City","IA",42.43142,-94.99323,69940
"50588","Storm Lake","IA",42.646924,-95.1807,725617.26
"50595","Webster City","IA",42.464579,-93.82056,186832.08
"50597","West Bend","IA",42.97944,-94.46472,43480
"50601","Ackley","IA",42.563333,-93.04954,26460
"50604","Aplington","IA",42.606337,-92.8988,15866.73
"50613","Cedar Falls","IA",42.527184,-92.45609,1184535.89
"50614","Cedar Falls","IA",42.469768,-92.309475,43480
"50616","Charles City","IA",43.072978,-92.66719,14700
"50621","Conrad","IA",42.238432,-92.90748,11760
"50622","Denver","IA",42.671132,-92.33825,1023.85
"50630","Fredericksburg","IA",42.963377,-92.20768,43720
"50636","Greene","IA",42.891377,-92.80848,81940
"50643","Hudson","IA",42.377311,-92.46513,18000
"50644","Independence","IA",42.470191,-91.89268,342635.42
"50648","Jesup","IA",42.453206,-92.09319,35640
"50659","New Hampton","IA",43.072094,-92.32323,132833.64
"50662","Oelwein","IA",42.682886,-91.92182,142820
"50665","Parkersburg","IA",42.576102,-92.78183,1987.5
"50669","Reinbeck","IA",42.329448,-92.60686,59520
"50670","Shell Rock","IA",42.710399,-92.59746,39560
"50674","Sumner","IA",42.846877,-92.11188,1960
"50675","Traer","IA",42.193577,-92.4828,32983.31
"50677","Waverly","IA",42.741016,-92.45984,221518.83
"50701","Waterloo","IA",42.473536,-92.36382,2081713.41
"50702","Waterloo","IA",42.475886,-92.33578,2831135.76
"50703","Waterloo","IA",42.513636,-92.32418,487100
"50707","Evansdale","IA",42.477887,-92.28275,85000
"50801","Creston","IA",41.070905,-94.38448,465752
"50841","Corning","IA",41.002701,-94.76142,70560
"50849","Greenfield","IA",41.308843,-94.42424,65400
"51001","Akron","IA",42.819093,-96.48967,43480
"51012","Cherokee","IA",42.754004,-95.54919,186180
"51023","Hawarden","IA",43.005927,-96.4709,37600
"51024","Hinton","IA",42.609657,-96.23855,34300
"51028","Kingsley","IA",42.596358,-95.98619,33959.85
"51031","Le Mars","IA",42.79728,-96.17167,363745.19
"51039","Moville","IA",42.474905,-96.05563,43480
"51040","Onawa","IA",42.027176,-96.11875,285583.64
"51041","Orange City","IA",43.015685,-96.06156,633028.26
"51046","Paullina","IA",42.976116,-95.65772,30590.24
"51054","Sergeant Bluff","IA",42.38556,-96.34194,129552.67
"51058","Sutherland","IA",42.996361,-95.4558,12525.75
"51063","Whiting","IA",42.137272,-96.16648,36000
"51101","Sioux City","IA",42.493559,-96.39562,278393.07
"51102","Sioux City","IA",42.368406,-96.317951,18000
"51104","Sioux City","IA",42.524145,-96.40292,1135279.34
"51105","Sioux City","IA",42.505046,-96.38003,194637
"51106","Sioux City","IA",42.466292,-96.35291,1376838.41
"51108","Sioux City","IA",42.554944,-96.36139,17914.94
"51201","Sheldon","IA",43.184994,-95.85888,240636.81
"51239","Hull","IA",43.192342,-96.15012,38220
"51241","Larchwood","IA",43.451905,-96.44319,38155.39
"51245","Primghar","IA",43.086954,-95.61476,55025.37
"51246","Rock Rapids","IA",43.430275,-96.1663,219560.76
"51247","Rock Valley","IA",43.192619,-96.32412,163101.99
"51248","Sanborn","IA",43.189668,-95.65409,30380
"51249","Sibley","IA",43.406831,-95.73876,188140
"51250","Sioux Center","IA",43.075142,-96.19039,396136.27
"51301","Spencer","IA",43.150381,-95.14466,1128688.33
"51334","Estherville","IA",43.401328,-94.81524,387210.88
"51346","Hartley","IA",43.183038,-95.46787,18211.8
"51347","Lake Park","IA",43.437775,-95.31637,11813.72
"51351","Milford","IA",43.33158,-95.16337,74154.99
"51355","Okoboji","IA",43.38762,-95.13802,37689.22
"51360","Spirit Lake","IA",43.428983,-95.10892,481082.41
"51401","Carroll","IA",42.066399,-94.86786,1056377.5
"51442","Denison","IA",42.019336,-95.35379,186640
"51445","Ida Grove","IA",42.332677,-95.46823,63940
"51449","Lake City","IA",42.266805,-94.73571,55533.14
"51450","Lake View","IA",42.302091,-95.03061,8474.45
"51455","Manning","IA",41.913633,-95.06939,76918.49
"51467","Westside","IA",42.072073,-95.10711,23520
"51501","Council Bluffs","IA",41.251631,-95.87447,233922.44
"51503","Council Bluffs","IA",41.2544,-95.79062,1502280.71
"51525","Carson","IA",41.231387,-95.4044,29760
"51529","Dunlap","IA",41.856963,-95.61754,47040
"51534","Glenwood","IA",41.039679,-95.73092,160920
"51537","Harlan","IA",41.638566,-95.29692,110960
"51546","Logan","IA",41.64252,-95.78134,37484.62
"51555","Missouri Valley","IA",41.557887,-95.90651,88800
"51566","Red Oak","IA",41.006437,-95.22603,277420
"51601","Shenandoah","IA",40.750107,-95.36514,256668.58
"51632","Clarinda","IA",40.738639,-95.03595,301781.86
"51640","Hamburg","IA",40.622159,-95.66736,37600
"52001","Dubuque","IA",42.515252,-90.6794,2002516.65
"52002","Dubuque","IA",42.50963,-90.75329,3230819.78
"52003","Dubuque","IA",42.460604,-90.68576,165202.09
"52033","Cascade","IA",42.29025,-90.99759,61740
"52040","Dyersville","IA",42.490907,-91.12842,40762.82
"52043","Elkader","IA",42.855022,-91.40882,73480
"52045","Epworth","IA",42.451496,-90.92851,23520
"52057","Manchester","IA",42.484297,-91.45231,79388.88
"52060","Maquoketa","IA",42.087769,-90.67352,46660
"52101","Decorah","IA",43.345879,-91.77187,1511303.01
"52136","Cresco","IA",43.382021,-92.10263,81700
"52142","Fayette","IA",42.834286,-91.79794,19600
"52151","Lansing","IA",43.358764,-91.25436,24950.75
"52155","Lime Springs","IA",43.419137,-92.28859,30380
"52161","Ossian","IA",43.130438,-91.74913,18104.98
"52172","Waukon","IA",43.265791,-91.47755,359047.94
"52175","West Union","IA",42.983744,-91.81803,58641.44
"52203","Amana","IA",41.808301,-91.87512,91240
"52205","Anamosa","IA",42.106972,-91.27531,107099.27
"52211","Brooklyn","IA",41.753372,-92.45012,54666.41
"52213","Center Point","IA",42.193727,-91.7792,86960
"52228","Fairfax","IA",41.912296,-91.78792,38220
"52233","Hiawatha","IA",42.044409,-91.68102,703483.33
"52240","Iowa City","IA",41.649867,-91.52019,833215.74
"52241","Coralville","IA",41.688215,-91.58676,770373.95
"52242","Iowa City","IA",41.662116,-91.54143,10807565.97
"52245","Iowa City","IA",41.662083,-91.50834,1919114.7
"52246","Iowa City","IA",41.650916,-91.56058,74766.8
"52247","Kalona","IA",41.503882,-91.70969,196846.85
"52253","Lisbon","IA",41.909156,-91.36209,23520
"52301","Marengo","IA",41.790216,-92.07684,91140
"52302","Marion","IA",42.042648,-91.58262,880207.42
"52306","Mechanicsville","IA",41.900204,-91.25428,11760
"52310","Monticello","IA",42.221176,-91.19335,215313.17
"52314","Mount Vernon","IA",41.929178,-91.43684,204375.65
"52317","North Liberty","IA",41.755771,-91.61238,223396.32
"52324","Palo","IA",42.065474,-91.8005,17640
"52328","Robins","IA",42.073765,-91.66287,98720
"52333","Solon","IA",41.809993,-91.50849,46630.08
"52339","Tama","IA",41.95277,-92.58225,39707.03
"52342","Toledo","IA",42.02524,-92.57177,56253.6
"52349","Vinton","IA",42.172481,-92.01595,210387.73
"52353","Washington","IA",41.300042,-91.69743,368354.43
"52358","West Branch","IA",41.680696,-91.33428,75200
"52361","Williamsburg","IA",41.651571,-92.01394,117340
"52401","Cedar Rapids","IA",41.97545,-91.65912,2250384.71
"52402","Cedar Rapids","IA",42.021016,-91.65231,3661341.2
"52403","Cedar Rapids","IA",41.982201,-91.61409,2845006.32
"52404","Cedar Rapids","IA",41.947335,-91.68819,703890.06
"52405","Cedar Rapids","IA",41.980283,-91.70835,120640
"52406","Cedar Rapids","IA",42.287191,-91.777472,25961.25
"52411","Cedar Rapids","IA",42.049941,-91.72511,11760
"52501","Ottumwa","IA",41.023872,-92.41741,1165355.61
"52531","Albia","IA",41.026796,-92.7984,48380
"52537","Bloomfield","IA",40.73045,-92.44441,116726.5
"52544","Centerville","IA",40.730159,-92.88994,201997.16
"52552","Drakesville","IA",40.837112,-92.56458,43720
"52556","Fairfield","IA",41.017736,-91.95,424780
"52563","Hedrick","IA",41.17196,-92.28491,43720
"52565","Keosauqua","IA",40.747997,-91.96126,25477.58
"52585","Richland","IA",41.194129,-91.98027,34593.29
"52601","Burlington","IA",40.814207,-91.11911,633288.01
"52627","Fort Madison","IA",40.637694,-91.33866,611520.4
"52632","Keokuk","IA",40.409641,-91.40001,243237.35
"52637","Mediapolis","IA",41.008896,-91.13674,37417.56
"52641","Mount Pleasant","IA",40.974026,-91.57195,833340
"52655","West Burlington","IA",40.830534,-91.17849,1910376.38
"52656","West Point","IA",40.719775,-91.47271,23520
"52722","Bettendorf","IA",41.551883,-90.48975,2558526.52
"52728","Buffalo","IA",41.456515,-90.73252,38220
"52730","Camanche","IA",41.780515,-90.28869,41441.51
"52732","Clinton","IA",41.861633,-90.21539,1810249.38
"52733","Clinton","IA",41.880619,-90.519519,11760
"52738","Columbus Junction","IA",41.265956,-91.3677,49112.56
"52742","De Witt","IA",41.825848,-90.52951,459037.44
"52747","Durant","IA",41.603249,-90.91015,121344.72
"52748","Eldridge","IA",41.659064,-90.56866,283898.1
"52753","Le Claire","IA",41.609382,-90.35986,44100
"52761","Muscatine","IL",41.413372,-91.00612,1063071.05
"52767","Pleasant Valley","IA",41.56823,-90.4191,7302.95
"52772","Tipton","IA",41.750868,-91.13361,129758.8
"52773","Walcott","IA",41.617234,-90.75849,161747.69
"52776","West Liberty","IA",41.573818,-91.26586,127974.1
