state,Date,Travelers
MO,2019/5/6,9735602
MO,2019/5/7,9776826
MO,2019/5/8,9791308
MO,2019/5/9,9811468
MO,2019/5/10,9885956
MO,2019/5/11,9724966
MO,2019/5/12,9727446
MO,2019/5/13,9780480
MO,2019/5/14,9851106
MO,2019/5/15,9869066
MO,2019/5/16,9897504
MO,2019/5/17,9937852
MO,2019/5/18,9813964
MO,2019/5/19,9530036
MO,2019/5/20,9680686
MO,2019/5/21,9700382
MO,2019/5/22,9717232
MO,2019/5/23,9666030
MO,2019/5/24,9833036
MO,2019/5/25,9599484
MO,2019/5/26,9640518
MO,2019/5/27,9577628
MO,2019/5/28,9740898
MO,2019/5/29,9813546
MO,2019/5/30,9801184
MO,2019/5/31,9858304
MO,2019/6/1,9670552
MO,2019/6/2,9580132
MO,2019/6/3,9759618
MO,2019/6/4,9816232
MO,2019/6/5,9828548
MO,2019/6/6,9812320
MO,2019/6/7,9836156
MO,2019/6/8,9715160
MO,2019/6/9,9654364
MO,2019/6/10,9736494
MO,2019/6/11,9723958
MO,2019/6/12,9850258
MO,2019/6/13,9868044
MO,2019/6/14,9892798
MO,2019/6/15,9760286
MO,2019/6/16,9643274
MO,2019/6/17,9792728
MO,2019/6/18,9780618
MO,2019/6/19,9778818
MO,2019/6/20,9748872
MO,2019/6/21,9845680
MO,2019/6/22,9654238
MO,2019/6/23,9771318
MO,2019/6/24,9785338
MO,2019/6/25,9602942
MO,2019/6/26,9607076
MO,2019/6/27,9595608
MO,2019/6/28,9685180
MO,2019/6/29,9510456
MO,2019/6/30,NA
MO,2019/7/1,NA
MO,2019/7/2,NA
MO,2019/7/3,9763656
MO,2019/7/4,9611948
MO,2019/7/5,9746628
MO,2019/7/6,NA
MO,2019/7/7,NA
MO,2019/7/8,9714898
MO,2019/7/9,9716996
MO,2019/7/10,9758744
MO,2019/7/11,9743922
MO,2019/7/12,NA
MO,2019/7/13,9688946
MO,2019/7/14,9626542
MO,2019/7/15,9779036
MO,2019/7/16,9754406
MO,2019/7/17,9775480
MO,2019/7/18,9734702
MO,2019/7/19,9753638
MO,2019/7/20,9630606
MO,2019/7/21,9566800
MO,2019/7/22,9653582
MO,2019/7/23,9623748
MO,2019/7/24,9646708
MO,2019/7/25,9628396
MO,2019/7/26,9689168
MO,2019/7/27,NA
MO,2019/7/28,9428500
MO,2019/7/29,9655568
MO,2019/7/30,9606606
MO,2019/7/31,9673028
MO,2019/8/1,9762518
MO,2019/8/2,9759932
MO,2019/8/3,NA
MO,2019/8/4,NA
MO,2019/8/5,9639782
MO,2019/8/6,9557860
MO,2019/8/7,9517820
MO,2019/8/8,9675146
MO,2019/8/9,10071340
MO,2019/8/10,9866144
MO,2019/8/11,9674412
MO,2019/8/12,9750032
MO,2019/8/13,9733782
MO,2019/8/14,9810284
MO,2019/8/15,9798212
MO,2019/8/16,10139562
MO,2019/8/17,9896084
MO,2019/8/18,9740506
MO,2019/8/19,9966540
MO,2019/8/20,9878030
MO,2019/8/21,9880916
MO,2019/8/22,9923214
MO,2019/8/23,9836054
MO,2019/8/24,9721066
MO,2019/8/25,9725656
MO,2019/8/26,9929764
MO,2019/8/27,9926032
MO,2019/8/28,9923258
MO,2019/8/29,9855048
MO,2019/8/30,9916598
MO,2019/8/31,9589054
MO,2019/9/1,NA
MO,2019/9/2,NA
MO,2019/9/3,9820880
MO,2019/9/4,9805774
MO,2019/9/5,9838074
MO,2019/9/6,NA
MO,2019/9/7,NA
MO,2019/9/8,NA
MO,2019/9/9,9749426
MO,2019/9/10,9843348
MO,2019/9/11,9883338
MO,2019/9/12,9871204
MO,2019/9/13,9947920
MO,2019/9/14,9765330
MO,2019/9/15,9669222
MO,2019/9/16,9801662
MO,2019/9/17,9775478
MO,2019/9/18,9836108
MO,2019/9/19,9825706
MO,2019/9/20,9763952
MO,2019/9/21,NA
MO,2019/9/22,NA
MO,2019/9/23,9679042
MO,2019/9/24,NA
MO,2019/9/25,9791602
MO,2019/9/26,NA
MO,2019/9/27,9725936
MO,2019/9/28,NA
MO,2019/9/29,9630220
MO,2019/9/30,NA
MO,2019/10/1,NA
MO,2019/10/2,NA
MO,2019/10/3,NA
MO,2019/10/4,NA
MO,2019/10/5,NA
MO,2019/10/6,NA
MO,2019/10/7,NA
MO,2019/10/8,NA
MO,2019/10/9,NA
MO,2019/10/10,NA
MO,2019/10/11,NA
MO,2019/10/12,NA
MO,2019/10/13,NA
MO,2019/10/14,NA
MO,2019/10/15,NA
MO,2019/10/16,NA
MO,2019/10/17,NA
MO,2019/10/18,NA
MO,2019/10/19,NA
MO,2019/10/20,NA
MO,2019/10/21,NA
MO,2019/10/22,NA
MO,2019/10/23,NA
MO,2019/10/24,NA
MO,2019/10/25,NA
MO,2019/10/26,NA
MO,2019/10/27,NA
MO,2019/10/28,NA
MO,2019/10/29,NA
MO,2019/10/30,NA
MO,2019/10/31,NA
MO,2019/11/1,NA
MO,2019/11/2,NA
MO,2019/11/3,NA
MO,2019/11/4,NA
MO,2019/11/5,NA
MO,2019/11/6,NA
MO,2019/11/7,NA
MO,2019/11/8,NA
MO,2019/11/9,NA
MO,2019/11/10,NA
MO,2019/11/11,NA
MO,2019/11/12,NA
MO,2019/11/13,NA
MO,2019/11/14,NA
MO,2019/11/15,NA
MO,2019/11/16,NA
MO,2019/11/17,NA
MO,2019/11/18,NA
MO,2019/11/19,NA
MO,2019/11/20,NA
MO,2019/11/21,NA
MO,2019/11/22,NA
MO,2019/11/23,NA
MO,2019/11/24,NA
MO,2019/11/25,9789628
MO,2019/11/26,9833166
MO,2019/11/27,NA
MO,2019/11/28,NA
MO,2019/11/29,NA
MO,2019/11/30,NA
MO,2019/12/1,NA
MO,2019/12/2,NA
MO,2019/12/3,NA
MO,2019/12/4,NA
MO,2019/12/5,NA
MO,2019/12/6,NA
MO,2019/12/7,NA
MO,2019/12/8,NA
MO,2019/12/9,NA
MO,2019/12/10,NA
MO,2019/12/11,NA
MO,2019/12/12,NA
MO,2019/12/13,9903066
MO,2019/12/14,NA
MO,2019/12/15,NA
MO,2019/12/16,NA
MO,2019/12/17,NA
MO,2019/12/18,NA
MO,2019/12/19,NA
MO,2019/12/20,NA
MO,2019/12/21,NA
MO,2019/12/22,9662730
MO,2019/12/23,9819082
MO,2019/12/24,9697646
MO,2019/12/25,9368130
MO,2019/12/26,9571650
MO,2019/12/27,9698170
MO,2019/12/28,9497226
MO,2019/12/29,9035712
MO,2019/12/30,9610330
MO,2019/12/31,10050250
MO,2020/1/1,9107012
MO,2020/1/2,9658420
MO,2020/1/3,9737914
MO,2020/1/4,9448830
MO,2020/1/5,9221624
MO,2020/1/6,9608402
MO,2020/1/7,9770114
MO,2020/1/8,9823292
MO,2020/1/9,9818456
MO,2020/1/10,9841888
MO,2020/1/11,8999132
MO,2020/1/12,9058248
MO,2020/1/13,9717298
MO,2020/1/14,9794446
MO,2020/1/15,9813534
MO,2020/1/16,9845544
MO,2020/1/17,9291168
MO,2020/1/18,9505268
MO,2020/1/19,9202160
MO,2020/1/20,9450602
MO,2020/1/21,9722984
MO,2020/1/22,9765748
MO,2020/1/23,9616876
MO,2020/1/24,9634278
MO,2020/1/25,9560250
MO,2020/1/26,9355354
MO,2020/1/27,9768172
MO,2020/1/28,9780250
MO,2020/1/29,9674732
MO,2020/1/30,9815706
MO,2020/1/31,9937614
MO,2020/2/1,9681244
MO,2020/2/2,9467678
MO,2020/2/3,9829194
MO,2020/2/4,9888200
MO,2020/2/5,9492528
MO,2020/2/6,9799368
MO,2020/2/7,9987198
MO,2020/2/8,9692454
MO,2020/2/9,9099680
MO,2020/2/10,9851332
MO,2020/2/11,10029132
MO,2020/2/12,9855109
MO,2020/2/13,9827293
MO,2020/2/14,9940154
MO,2020/2/15,9641130
MO,2020/2/16,9366918
MO,2020/2/17,8933581
MO,2020/2/18,9802711
MO,2020/2/19,9922372
MO,2020/2/20,9839437
MO,2020/2/21,9896420
MO,2020/2/22,9885486
MO,2020/2/23,9359189
MO,2020/2/24,9633189
MO,2020/2/25,9904170
MO,2020/2/26,9848706
MO,2020/2/27,9878771
MO,2020/2/28,9953142
MO,2020/2/29,9775536
MO,2020/3/1,9551966
MO,2020/3/2,9792630
MO,2020/3/3,9976578
MO,2020/3/4,9942118
MO,2020/3/5,10093146
MO,2020/3/6,10082391
MO,2020/3/7,9882544
MO,2020/3/8,9611136
MO,2020/3/9,9860712
MO,2020/3/10,9953998
MO,2020/3/11,9966689
MO,2020/3/12,9882622
MO,2020/3/13,9921381
MO,2020/3/14,9388313
MO,2020/3/15,8984340
MO,2020/3/16,9430374
MO,2020/3/17,9159152
MO,2020/3/18,8942121
MO,2020/3/19,8845946
MO,2020/3/20,8821499
MO,2020/3/21,8470559
MO,2020/3/22,8415236
MO,2020/3/23,8959726
MO,2020/3/24,8764778
MO,2020/3/25,8839780
MO,2020/3/26,8850542
MO,2020/3/27,8907614
MO,2020/3/28,8629810
MO,2020/3/29,8427640
MO,2020/3/30,8898926
MO,2020/3/31,8796896
MO,2020/4/1,8859776
MO,2020/4/2,8847624
MO,2020/4/3,8901546
MO,2020/4/4,8526812
MO,2020/4/5,8356350
MO,2020/4/6,8700042
MO,2020/4/7,8770092
MO,2020/4/8,8841316
MO,2020/4/9,8735102
MO,2020/4/10,8887262
MO,2020/4/11,8683810
MO,2020/4/12,8014811
MO,2020/4/13,8659185
MO,2020/4/14,8757677
MO,2020/4/15,8886291
MO,2020/4/16,8733441
MO,2020/4/17,8970449
MO,2020/4/18,8630545
MO,2020/4/19,8546738
MO,2020/4/20,9080718
MO,2020/4/21,8939620
MO,2020/4/22,8940436
MO,2020/4/23,8968164
MO,2020/4/24,9050150
MO,2020/4/25,8737074
MO,2020/4/26,8759694
MO,2020/4/27,9029686
MO,2020/4/28,9046430
MO,2020/4/29,9018236
MO,2020/4/30,9140889
MO,2020/5/1,9235476
MO,2020/5/2,9053631
MO,2020/5/3,8733152
MO,2020/5/4,9085558
MO,2020/5/5,9126710
MO,2020/5/6,9157186
MO,2020/5/7,9177024
MO,2020/5/8,9176844
MO,2020/5/9,9064862
MO,2020/5/10,8900836
MO,2020/5/11,9518922
MO,2020/5/12,9532074
MO,2020/5/13,9488830
MO,2020/5/14,9601942
MO,2020/5/15,9564276
MO,2020/5/16,9367916
MO,2020/5/17,9382852
MO,2020/5/18,9891980
MO,2020/5/19,9896518
MO,2020/5/20,9932338
MO,2020/5/21,9997084
MO,2020/5/22,10107236
MO,2020/5/23,9788360
MO,2020/5/24,9350102
MO,2020/5/25,9294108
MO,2020/5/26,9627576
MO,2020/5/27,9640806
MO,2020/5/28,9568600
MO,2020/5/29,9349622
MO,2020/5/30,9320884
MO,2020/5/31,9205644
MO,2020/6/1,9586906
MO,2020/6/2,9503710
MO,2020/6/3,9779456
MO,2020/6/4,9736266
MO,2020/6/5,9761196
MO,2020/6/6,9361066
MO,2020/6/7,9355935
MO,2020/6/8,9837574
MO,2020/6/9,9546130
MO,2020/6/10,9634220
MO,2020/6/11,9759270
MO,2020/6/12,9703044
MO,2020/6/13,9583328
MO,2020/6/14,9320624
MO,2020/6/15,9514604
MO,2020/6/16,9548340
MO,2020/6/17,9649870
MO,2020/6/18,9665270
MO,2020/6/19,9698170
MO,2020/6/20,9441154
MO,2020/6/21,9175660
MO,2020/6/22,9511590
MO,2020/6/23,9649806
MO,2020/6/24,9455862
MO,2020/6/25,9578308
MO,2020/6/26,9544758
MO,2020/6/27,9416322
MO,2020/6/28,NA
MO,2020/6/29,NA
MO,2020/6/30,NA
MO,2020/7/1,NA
MO,2020/7/2,NA
MO,2020/7/3,NA
MO,2020/7/4,NA
MO,2020/7/5,NA
MS,2019/1/1,4760810
MS,2019/1/2,5008136
MS,2019/1/3,4980062
MS,2019/1/4,4996226
MS,2019/1/5,4964222
MS,2019/1/6,4942798
MS,2019/1/7,4997510
MS,2019/1/8,4986724
MS,2019/1/9,4994862
MS,2019/1/10,5015062
MS,2019/1/11,5048324
MS,2019/1/12,5004220
MS,2019/1/13,4943878
MS,2019/1/14,5005070
MS,2019/1/15,4995640
MS,2019/1/16,5000392
MS,2019/1/17,5023762
MS,2019/1/18,5010214
MS,2019/1/19,5018820
MS,2019/1/20,4940200
MS,2019/1/21,4982812
MS,2019/1/22,5015246
MS,2019/1/23,5048754
MS,2019/1/24,5020144
MS,2019/1/25,5047522
MS,2019/1/26,5006250
MS,2019/1/27,4923306
MS,2019/1/28,5057166
MS,2019/1/29,4983772
MS,2019/1/30,4994980
MS,2019/1/31,5003582
MS,2019/2/1,5029350
MS,2019/2/2,4979732
MS,2019/2/3,4940598
MS,2019/2/4,5021484
MS,2019/2/5,5022946
MS,2019/2/6,5036186
MS,2019/2/7,5066436
MS,2019/2/8,5060588
MS,2019/2/9,5012422
MS,2019/2/10,4947046
MS,2019/2/11,5030032
MS,2019/2/12,5047004
MS,2019/2/13,5022400
MS,2019/2/14,5053690
MS,2019/2/15,5068732
MS,2019/2/16,5016214
MS,2019/2/17,4936778
MS,2019/2/18,4980092
MS,2019/2/19,5026320
MS,2019/2/20,5039014
MS,2019/2/21,5045268
MS,2019/2/22,5088012
MS,2019/2/23,5049362
MS,2019/2/24,4966836
MS,2019/2/25,5043054
MS,2019/2/26,5049546
MS,2019/2/27,5041782
MS,2019/2/28,5053908
MS,2019/3/1,5065356
MS,2019/3/2,5013258
MS,2019/3/3,4967046
MS,2019/3/4,5003310
MS,2019/3/5,5007308
MS,2019/3/6,5027436
MS,2019/3/7,5093140
MS,2019/3/8,5051022
MS,2019/3/9,5019622
MS,2019/3/10,4952280
MS,2019/3/11,5042696
MS,2019/3/12,5041352
MS,2019/3/13,5041398
MS,2019/3/14,5063834
MS,2019/3/15,5051924
MS,2019/3/16,4998276
MS,2019/3/17,5081476
MS,2019/3/18,5143868
MS,2019/3/19,5136664
MS,2019/3/20,4962554
MS,2019/3/21,4955970
MS,2019/3/22,4970124
MS,2019/3/23,4916788
MS,2019/3/24,4911298
MS,2019/3/25,4988116
MS,2019/3/26,4993530
MS,2019/3/27,5008936
MS,2019/3/28,5025994
MS,2019/3/29,5029134
MS,2019/3/30,4977376
MS,2019/3/31,4893156
MS,2019/4/1,4918874
MS,2019/4/2,4992798
MS,2019/4/3,4959646
MS,2019/4/4,4996148
MS,2019/4/5,5001486
MS,2019/4/6,4955322
MS,2019/4/7,4880106
MS,2019/4/8,4941210
MS,2019/4/9,4950980
MS,2019/4/10,4956164
MS,2019/4/11,4926766
MS,2019/4/12,4951950
MS,2019/4/13,4858992
MS,2019/4/14,4811622
MS,2019/4/15,4948600
MS,2019/4/16,4951294
MS,2019/4/17,4894772
MS,2019/4/18,4911380
MS,2019/4/19,4923088
MS,2019/4/20,4894354
MS,2019/4/21,4887720
MS,2019/4/22,4993732
MS,2019/4/23,5045320
MS,2019/4/24,5030376
MS,2019/4/25,5078474
MS,2019/4/26,5083074
MS,2019/4/27,4982778
MS,2019/4/28,5010766
MS,2019/4/29,5080396
MS,2019/4/30,5094164
MS,2019/5/1,5068936
MS,2019/5/2,5033212
MS,2019/5/3,5043658
MS,2019/5/4,4966158
MS,2019/5/5,4939000
MS,2019/5/6,4995886
MS,2019/5/7,5003384
MS,2019/5/8,4997376
MS,2019/5/9,4989722
MS,2019/5/10,5045432
MS,2019/5/11,4988858
MS,2019/5/12,4979302
MS,2019/5/13,5019336
MS,2019/5/14,5046198
MS,2019/5/15,5057966
MS,2019/5/16,5061880
MS,2019/5/17,5072152
MS,2019/5/18,5009506
MS,2019/5/19,4966588
MS,2019/5/20,5041738
MS,2019/5/21,5047618
MS,2019/5/22,5064010
MS,2019/5/23,5054406
MS,2019/5/24,5077630
MS,2019/5/25,5032548
MS,2019/5/26,5018806
MS,2019/5/27,4986106
MS,2019/5/28,5052182
MS,2019/5/29,5069144
MS,2019/5/30,5075550
MS,2019/5/31,5117330
MS,2019/6/1,5038112
MS,2019/6/2,4930372
MS,2019/6/3,5011550
MS,2019/6/4,4999200
MS,2019/6/5,5016130
MS,2019/6/6,5023860
MS,2019/6/7,5048292
MS,2019/6/8,4975784
MS,2019/6/9,4952466
MS,2019/6/10,5000766
MS,2019/6/11,5000902
MS,2019/6/12,5028490
MS,2019/6/13,5034936
MS,2019/6/14,5044852
MS,2019/6/15,5006290
MS,2019/6/16,4935536
MS,2019/6/17,5002846
MS,2019/6/18,5010668
MS,2019/6/19,4989878
MS,2019/6/20,4984678
MS,2019/6/21,5017516
MS,2019/6/22,4964066
MS,2019/6/23,5010222
MS,2019/6/24,5050946
MS,2019/6/25,4919626
MS,2019/6/26,4898976
MS,2019/6/27,NA
MS,2019/6/28,4950962
MS,2019/6/29,NA
MS,2019/6/30,NA
MS,2019/7/1,NA
MS,2019/7/2,NA
MS,2019/7/3,NA
MS,2019/7/4,NA
MS,2019/7/5,NA
MS,2019/7/6,NA
MS,2019/7/7,NA
MS,2019/7/8,NA
MS,2019/7/9,NA
MS,2019/7/10,4936424
MS,2019/7/11,NA
MS,2019/7/12,4981662
MS,2019/7/13,4880684
MS,2019/7/14,NA
MS,2019/7/15,NA
MS,2019/7/16,NA
MS,2019/7/17,NA
MS,2019/7/18,NA
MS,2019/7/19,NA
MS,2019/7/20,NA
MS,2019/7/21,NA
MS,2019/7/22,NA
MS,2019/7/23,NA
MS,2019/7/24,NA
MS,2019/7/25,NA
MS,2019/7/26,NA
MS,2019/7/27,NA
MS,2019/7/28,NA
MS,2019/7/29,NA
MS,2019/7/30,NA
MS,2019/7/31,NA
MS,2019/8/1,NA
MS,2019/8/2,NA
MS,2019/8/3,NA
MS,2019/8/4,NA
MS,2019/8/5,NA
MS,2019/8/6,NA
MS,2019/8/7,NA
MS,2019/8/8,NA
MS,2019/8/9,NA
MS,2019/8/10,NA
MS,2019/8/11,NA
MS,2019/8/12,NA
MS,2019/8/13,NA
MS,2019/8/14,NA
MS,2019/8/15,NA
MS,2019/8/16,NA
MS,2019/8/17,NA
MS,2019/8/18,NA
MS,2019/8/19,NA
MS,2019/8/20,NA
MS,2019/8/21,5015576
MS,2019/8/22,NA
MS,2019/8/23,NA
MS,2019/8/24,NA
MS,2019/8/25,NA
MS,2019/8/26,NA
MS,2019/8/27,NA
MS,2019/8/28,NA
MS,2019/8/29,NA
MS,2019/8/30,NA
MS,2019/8/31,NA
MS,2019/9/1,NA
MS,2019/9/2,NA
MS,2019/9/3,NA
MS,2019/9/4,NA
MS,2019/9/5,NA
MS,2019/9/6,NA
MS,2019/9/7,NA
MS,2019/9/8,NA
MS,2019/9/9,NA
MS,2019/9/10,NA
MS,2019/9/11,NA
MS,2019/9/12,NA
MS,2019/9/13,NA
MS,2019/9/14,NA
MS,2019/9/15,NA
MS,2019/9/16,4988634
MS,2019/9/17,NA
MS,2019/9/18,4990114
MS,2019/9/19,NA
MS,2019/9/20,NA
MS,2019/9/21,4897328
MS,2019/9/22,NA
MS,2019/9/23,4930994
MS,2019/9/24,4969838
MS,2019/9/25,NA
MS,2019/9/26,NA
MS,2019/9/27,NA
MS,2019/9/28,NA
MS,2019/9/29,NA
MS,2019/9/30,NA
MS,2019/10/1,NA
MS,2019/10/2,NA
MS,2019/10/3,NA
MS,2019/10/4,NA
MS,2019/10/5,NA
MS,2019/10/6,NA
MS,2019/10/7,NA
MS,2019/10/8,NA
MS,2019/10/9,NA
MS,2019/10/10,NA
MS,2019/10/11,NA
MS,2019/10/12,NA
MS,2019/10/13,NA
MS,2019/10/14,NA
MS,2019/10/15,NA
MS,2019/10/16,NA
MS,2019/10/17,NA
MS,2019/10/18,NA
MS,2019/10/19,NA
MS,2019/10/20,NA
MS,2019/10/21,NA
MS,2019/10/22,NA
MS,2019/10/23,NA
MS,2019/10/24,NA
MS,2019/10/25,NA
MS,2019/10/26,NA
MS,2019/10/27,NA
MS,2019/10/28,NA
MS,2019/10/29,NA
MS,2019/10/30,NA
MS,2019/10/31,NA
MS,2019/11/1,NA
MS,2019/11/2,NA
MS,2019/11/3,NA
MS,2019/11/4,NA
MS,2019/11/5,NA
MS,2019/11/6,NA
MS,2019/11/7,NA
MS,2019/11/8,NA
MS,2019/11/9,NA
MS,2019/11/10,NA
MS,2019/11/11,NA
MS,2019/11/12,NA
MS,2019/11/13,NA
MS,2019/11/14,NA
MS,2019/11/15,NA
MS,2019/11/16,NA
MS,2019/11/17,NA
MS,2019/11/18,NA
MS,2019/11/19,NA
MS,2019/11/20,NA
MS,2019/11/21,NA
MS,2019/11/22,NA
MS,2019/11/23,NA
MS,2019/11/24,NA
MS,2019/11/25,NA
MS,2019/11/26,NA
MS,2019/11/27,NA
MS,2019/11/28,NA
MS,2019/11/29,NA
MS,2019/11/30,NA
MS,2019/12/1,NA
MS,2019/12/2,NA
MS,2019/12/3,NA
MS,2019/12/4,NA
MS,2019/12/5,NA
MS,2019/12/6,NA
MS,2019/12/7,NA
MS,2019/12/8,NA
MS,2019/12/9,NA
MS,2019/12/10,NA
MS,2019/12/11,NA
MS,2019/12/12,NA
MS,2019/12/13,NA
MS,2019/12/14,NA
MS,2019/12/15,NA
MS,2019/12/16,4969920
MS,2019/12/17,4792132
MS,2019/12/18,4986048
MS,2019/12/19,4733240
MS,2019/12/20,5041984
MS,2019/12/21,4916072
MS,2019/12/22,NA
MS,2019/12/23,NA
MS,2019/12/24,4923298
MS,2019/12/25,4793716
MS,2019/12/26,4869558
MS,2019/12/27,4929030
MS,2019/12/28,4829612
MS,2019/12/29,4622274
MS,2019/12/30,4813124
MS,2019/12/31,4993444
MS,2020/1/1,4766556
MS,2020/1/2,4925498
MS,2020/1/3,4981274
MS,2020/1/4,4896970
MS,2020/1/5,4813568
MS,2020/1/6,4955878
MS,2020/1/7,4988046
MS,2020/1/8,4993052
MS,2020/1/9,4994672
MS,2020/1/10,5015650
MS,2020/1/11,4831296
MS,2020/1/12,4832474
MS,2020/1/13,4974250
MS,2020/1/14,4976872
MS,2020/1/15,4991728
MS,2020/1/16,5001382
MS,2020/1/17,5034380
MS,2020/1/18,4908550
MS,2020/1/19,4829892
MS,2020/1/20,4894956
MS,2020/1/21,4965718
MS,2020/1/22,4996110
MS,2020/1/23,4972700
MS,2020/1/24,5019498
MS,2020/1/25,4917128
MS,2020/1/26,4816920
MS,2020/1/27,4973138
MS,2020/1/28,4982738
MS,2020/1/29,4960776
MS,2020/1/30,4998544
MS,2020/1/31,5058890
MS,2020/2/1,4959536
MS,2020/2/2,4879898
MS,2020/2/3,5029182
MS,2020/2/4,5031350
MS,2020/2/5,5028496
MS,2020/2/6,5038920
MS,2020/2/7,5088342
MS,2020/2/8,4974648
MS,2020/2/9,4789026
MS,2020/2/10,5035629
MS,2020/2/11,5087989
MS,2020/2/12,5058746
MS,2020/2/13,5102306
MS,2020/2/14,5110362
MS,2020/2/15,4993085
MS,2020/2/16,4850964
MS,2020/2/17,4725504
MS,2020/2/18,5026313
MS,2020/2/19,5070089
MS,2020/2/20,5022307
MS,2020/2/21,5044943
MS,2020/2/22,5060967
MS,2020/2/23,4867966
MS,2020/2/24,4960633
MS,2020/2/25,5075619
MS,2020/2/26,5073769
MS,2020/2/27,5053150
MS,2020/2/28,5092662
MS,2020/2/29,5022087
MS,2020/3/1,4939968
MS,2020/3/2,5038614
MS,2020/3/3,5132625
MS,2020/3/4,5118950
MS,2020/3/5,5183511
MS,2020/3/6,5181021
MS,2020/3/7,5114815
MS,2020/3/8,4986806
MS,2020/3/9,5087012
MS,2020/3/10,5101857
MS,2020/3/11,5125527
MS,2020/3/12,5087350
MS,2020/3/13,5116792
MS,2020/3/14,4926604
MS,2020/3/15,4777848
MS,2020/3/16,4913210
MS,2020/3/17,4822367
MS,2020/3/18,4780812
MS,2020/3/19,4757200
MS,2020/3/20,4753129
MS,2020/3/21,4607227
MS,2020/3/22,4598364
MS,2020/3/23,4802034
MS,2020/3/24,4777702
MS,2020/3/25,4773798
MS,2020/3/26,4775704
MS,2020/3/27,4800146
MS,2020/3/28,4718020
MS,2020/3/29,4606174
MS,2020/3/30,4790212
MS,2020/3/31,4754714
MS,2020/4/1,4787114
MS,2020/4/2,4792918
MS,2020/4/3,4807452
MS,2020/4/4,4613774
MS,2020/4/5,4557728
MS,2020/4/6,4717310
MS,2020/4/7,4738186
MS,2020/4/8,4725892
MS,2020/4/9,4727004
MS,2020/4/10,4776768
MS,2020/4/11,4698446
MS,2020/4/12,4406924
MS,2020/4/13,4712835
MS,2020/4/14,4717002
MS,2020/4/15,4755024
MS,2020/4/16,4689202
MS,2020/4/17,4802684
MS,2020/4/18,4680751
MS,2020/4/19,4630703
MS,2020/4/20,4815052
MS,2020/4/21,4806562
MS,2020/4/22,4806232
MS,2020/4/23,4774050
MS,2020/4/24,4865486
MS,2020/4/25,4745808
MS,2020/4/26,4676344
MS,2020/4/27,4833064
MS,2020/4/28,4827142
MS,2020/4/29,4798098
MS,2020/4/30,4881476
MS,2020/5/1,4915944
MS,2020/5/2,4837358
MS,2020/5/3,4709150
MS,2020/5/4,4877028
MS,2020/5/5,4873978
MS,2020/5/6,4871480
MS,2020/5/7,4883026
MS,2020/5/8,4855108
MS,2020/5/9,4835718
MS,2020/5/10,4764932
MS,2020/5/11,5038222
MS,2020/5/12,5050468
MS,2020/5/13,5024628
MS,2020/5/14,5036632
MS,2020/5/15,5026140
MS,2020/5/16,4966348
MS,2020/5/17,4945378
MS,2020/5/18,5140948
MS,2020/5/19,5151768
MS,2020/5/20,5150672
MS,2020/5/21,5179108
MS,2020/5/22,5221830
MS,2020/5/23,5101512
MS,2020/5/24,4922232
MS,2020/5/25,4909296
MS,2020/5/26,5049998
MS,2020/5/27,5038024
MS,2020/5/28,5051212
MS,2020/5/29,4902512
MS,2020/5/30,4914820
MS,2020/5/31,4850442
MS,2020/6/1,5054012
MS,2020/6/2,4955504
MS,2020/6/3,5076338
MS,2020/6/4,5078324
MS,2020/6/5,5075562
MS,2020/6/6,4911182
MS,2020/6/7,4792894
MS,2020/6/8,5024842
MS,2020/6/9,4986098
MS,2020/6/10,5020822
MS,2020/6/11,5071266
MS,2020/6/12,5058700
MS,2020/6/13,4996340
MS,2020/6/14,4903014
MS,2020/6/15,4984926
MS,2020/6/16,5017444
MS,2020/6/17,5034178
MS,2020/6/18,5058722
MS,2020/6/19,5027740
MS,2020/6/20,4924442
MS,2020/6/21,4817098
MS,2020/6/22,4982830
MS,2020/6/23,5015498
MS,2020/6/24,4949164
MS,2020/6/25,4995616
MS,2020/6/26,4989260
MS,2020/6/27,4945248
MS,2020/6/28,NA
MS,2020/6/29,NA
MS,2020/6/30,NA
MS,2020/7/1,NA
MS,2020/7/2,NA
MS,2020/7/3,NA
MS,2020/7/4,NA
MS,2020/7/5,NA
MT,2019/1/1,NA
MT,2019/1/2,NA
MT,2019/1/3,NA
MT,2019/1/4,NA
MT,2019/1/5,NA
MT,2019/1/6,NA
MT,2019/1/7,NA
MT,2019/1/8,NA
MT,2019/1/9,NA
MT,2019/1/10,NA
MT,2019/1/11,NA
MT,2019/1/12,NA
MT,2019/1/13,NA
MT,2019/1/14,NA
MT,2019/1/15,NA
MT,2019/1/16,NA
MT,2019/1/17,NA
MT,2019/1/18,NA
MT,2019/1/19,NA
MT,2019/1/20,NA
MT,2019/1/21,NA
MT,2019/1/22,NA
MT,2019/1/23,NA
MT,2019/1/24,NA
MT,2019/1/25,NA
MT,2019/1/26,NA
MT,2019/1/27,NA
MT,2019/1/28,NA
MT,2019/1/29,NA
MT,2019/1/30,NA
MT,2019/1/31,NA
MT,2019/2/1,NA
MT,2019/2/2,NA
MT,2019/2/3,NA
MT,2019/2/4,NA
MT,2019/2/5,NA
MT,2019/2/6,NA
MT,2019/2/7,NA
MT,2019/2/8,NA
MT,2019/2/9,NA
MT,2019/2/10,NA
MT,2019/2/11,NA
MT,2019/2/12,NA
