"","date","state","PM2.5","CO","NO2","PM10","SO2","AQ_PM2.5","AQ_CO","AQ_NO2","AQ_PM10","AQ_SO2"
"5613",2020-03-04,"new jersey",4.5,0.2,27.7,NA,6.1,"Good","Good","Good",NA,"Good"
"5614",2020-03-05,"new jersey",5.2,0.3,36,NA,0.8,"Good","Good","Good",NA,"Good"
"5615",2020-03-06,"new jersey",6.5,0.3,43.1,NA,0.6,"Good","Good","Good",NA,"Good"
"5616",2020-03-07,"new jersey",5.7,0.2,19.3,NA,0.4,"Good","Good","Good",NA,"Good"
"5617",2020-03-08,"new jersey",5,0.2,29.6,NA,2.7,"Good","Good","Good",NA,"Good"
"5618",2020-03-09,"new jersey",6.5,0.4,43.2,NA,2.8,"Good","Good","Good",NA,"Good"
"5619",2020-03-10,"new jersey",9.7,0.3,38.2,NA,6.7,"Good","Good","Good",NA,"Good"
"5620",2020-03-11,"new jersey",6.1,0.3,44.1,NA,1.4,"Good","Good","Good",NA,"Good"
"5621",2020-03-12,"new jersey",9.1,0.4,43.7,NA,0.6,"Good","Good","Good",NA,"Good"
"5622",2020-03-13,"new jersey",5.6,0.4,38.2,NA,0.8,"Good","Good","Good",NA,"Good"
"5623",2020-03-14,"new jersey",4.7,0.2,12.1,NA,0.4,"Good","Good","Good",NA,"Good"
"5624",2020-03-15,"new jersey",5.5,0.2,13.2,NA,0.4,"Good","Good","Good",NA,"Good"
"5625",2020-03-16,"new jersey",4.2,0.3,20.6,NA,0.5,"Good","Good","Good",NA,"Good"
"5626",2020-03-17,"new jersey",6.8,0.4,35.9,NA,1.8,"Good","Good","Good",NA,"Good"
"5627",2020-03-18,"new jersey",6.4,0.4,32.4,NA,0.5,"Good","Good","Good",NA,"Good"
"5628",2020-03-19,"new jersey",8.5,0.4,30.8,NA,0.4,"Good","Good","Good",NA,"Good"
"5629",2020-03-20,"new jersey",8.3,0.4,35,NA,3.4,"Good","Good","Good",NA,"Good"
"5630",2020-03-21,"new jersey",6.5,0.1,9.6,NA,0.6,"Good","Good","Good",NA,"Good"
"5631",2020-03-22,"new jersey",6.2,0.1,8,NA,0.4,"Good","Good","Good",NA,"Good"
"5632",2020-03-23,"new jersey",2.6,0.2,22.4,NA,0.6,"Good","Good","Good",NA,"Good"
"5633",2020-03-24,"new jersey",3.2,0.2,30.9,NA,0.8,"Good","Good","Good",NA,"Good"
"5634",2020-03-25,"new jersey",5.4,0.2,18.5,NA,0.4,"Good","Good","Good",NA,"Good"
"5635",2020-03-26,"new jersey",6,0.2,34.1,NA,1.1,"Good","Good","Good",NA,"Good"
"5636",2020-03-27,"new jersey",6.9,0.2,31,NA,0.6,"Good","Good","Good",NA,"Good"
"5637",2020-03-28,"new jersey",8.9,0.2,15.9,NA,0.7,"Good","Good","Good",NA,"Good"
"5638",2020-03-29,"new jersey",5.5,0.1,8.3,NA,0.4,"Good","Good","Good",NA,"Good"
"5639",2020-03-30,"new jersey",8.3,0.3,29.5,NA,0.3,"Good","Good","Good",NA,"Good"
"5640",2020-03-31,"new jersey",4.7,0.2,19.5,NA,0.2,"Good","Good","Good",NA,"Good"
"5641",2020-04-01,"new jersey",4.3,0.2,NA,NA,NA,"Good","Good",NA,NA,NA
"5642",2020-04-02,"new jersey",3.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5643",2020-04-03,"new jersey",2.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5644",2020-04-04,"new jersey",4.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5645",2020-04-05,"new jersey",10.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5646",2020-04-06,"new jersey",5.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5647",2020-04-07,"new jersey",7.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5648",2020-04-08,"new jersey",10.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5649",2020-04-09,"new jersey",5.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5650",2020-04-10,"new jersey",3.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5651",2020-04-11,"new jersey",6.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5652",2020-04-12,"new jersey",10.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5653",2020-04-13,"new jersey",6.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5654",2020-04-14,"new jersey",3.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5655",2020-04-15,"new jersey",5.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5656",2020-04-16,"new jersey",5.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5657",2020-04-17,"new jersey",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5658",2020-04-18,"new jersey",10.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5659",2020-04-19,"new jersey",8.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5660",2020-04-20,"new jersey",4.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5661",2020-04-21,"new jersey",5.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5662",2020-04-22,"new jersey",4.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5663",2020-04-23,"new jersey",7.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5664",2020-04-24,"new jersey",7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5665",2020-04-25,"new jersey",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5666",2020-04-26,"new jersey",6.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5667",2020-04-27,"new jersey",2.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5668",2020-04-28,"new jersey",3.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5669",2020-04-29,"new jersey",8.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5670",2020-04-30,"new jersey",7.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5671",2020-05-01,"new jersey",3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5672",2020-05-02,"new jersey",5.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5673",2020-05-03,"new jersey",8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5674",2020-05-04,"new jersey",7.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5675",2020-05-05,"new jersey",3.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5676",2020-05-06,"new jersey",6.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5677",2020-05-07,"new jersey",5.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5678",2020-05-08,"new jersey",5.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5679",2020-05-09,"new jersey",3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5680",2020-05-10,"new jersey",5.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5681",2020-05-11,"new jersey",4.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5682",2020-05-12,"new jersey",3.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5683",2020-05-13,"new jersey",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5684",2020-05-14,"new jersey",9.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5685",2020-05-15,"new jersey",9.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5686",2020-05-16,"new jersey",7.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5687",2020-05-17,"new jersey",6.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5688",2020-05-18,"new jersey",4.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5689",2020-05-19,"new jersey",6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5690",2020-05-20,"new jersey",4.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5691",2020-05-21,"new jersey",7.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5692",2020-05-22,"new jersey",6.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5693",2020-05-23,"new jersey",8.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5694",2020-05-24,"new jersey",8.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5695",2020-05-25,"new jersey",5.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5696",2020-05-26,"new jersey",3.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5697",2020-05-27,"new jersey",5.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5698",2020-05-28,"new jersey",4.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5699",2020-05-29,"new jersey",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5700",2020-05-30,"new jersey",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5701",2020-05-31,"new jersey",3.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5702",2020-06-01,"new jersey",4.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5703",2020-06-02,"new jersey",6.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5704",2020-06-03,"new jersey",8.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5705",2020-06-04,"new jersey",11,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5706",2020-06-05,"new jersey",8.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5707",2020-06-06,"new jersey",9.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5708",2020-06-07,"new jersey",5.7,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5709",2020-06-08,"new jersey",5.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5710",2020-06-09,"new jersey",10.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5711",2020-06-10,"new jersey",12.3,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"5712",2020-06-11,"new jersey",9.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5713",2020-06-12,"new jersey",10,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5714",2020-06-13,"new jersey",2.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5715",2020-06-14,"new jersey",5.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5716",2020-06-15,"new jersey",6.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5717",2020-06-16,"new jersey",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5718",2020-06-17,"new jersey",4.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5719",2020-06-18,"new jersey",3.9,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5720",2020-06-19,"new jersey",3.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5721",2020-06-20,"new jersey",6.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5722",2020-06-21,"new jersey",6.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5723",2020-06-22,"new jersey",5.6,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5724",2020-06-23,"new jersey",10.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5725",2020-06-24,"new jersey",9.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5726",2020-06-25,"new jersey",8.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5727",2020-06-26,"new jersey",8.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5728",2020-06-27,"new jersey",11.2,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5729",2020-06-28,"new jersey",9.8,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5730",2020-06-29,"new jersey",6.3,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5731",2020-06-30,"new jersey",6.5,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5732",2020-07-01,"new jersey",10.1,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5733",2020-07-02,"new jersey",8.4,NA,NA,NA,NA,"Good",NA,NA,NA,NA
"5734",2020-07-03,"new jersey",12.5,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"5735",2020-07-04,"new jersey",14,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"5736",2020-07-05,"new jersey",15,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"5737",2020-07-06,"new jersey",14.1,NA,NA,NA,NA,"Moderate",NA,NA,NA,NA
"5738",2020-01-01,"new mexico",3.9,0.2,16,23,NA,"Good","Good","Good","Good",NA
"5739",2020-01-02,"new mexico",3.8,0.2,11.8,10,NA,"Good","Good","Good","Good",NA
"5740",2020-01-03,"new mexico",3.5,0.3,20.3,17,NA,"Good","Good","Good","Good",NA
"5741",2020-01-04,"new mexico",9.2,0.6,22.6,22,NA,"Good","Good","Good","Good",NA
"5742",2020-01-05,"new mexico",6.7,0.7,18.2,32,NA,"Good","Good","Good","Good",NA
"5743",2020-01-06,"new mexico",2.9,0.3,9.7,36,NA,"Good","Good","Good","Good",NA
"5744",2020-01-07,"new mexico",7.9,0.6,21.4,33,NA,"Good","Good","Good","Good",NA
"5745",2020-01-08,"new mexico",7.8,0.7,24.9,45,NA,"Good","Good","Good","Good",NA
"5746",2020-01-09,"new mexico",5.4,0.6,21.3,44,NA,"Good","Good","Good","Good",NA
"5747",2020-01-10,"new mexico",3.8,0.2,11.1,17,NA,"Good","Good","Good","Good",NA
"5748",2020-01-11,"new mexico",4.3,0.3,22.3,17,NA,"Good","Good","Good","Good",NA
"5749",2020-01-12,"new mexico",6.1,0.6,16.2,21,NA,"Good","Good","Good","Good",NA
"5750",2020-01-13,"new mexico",6.8,0.6,18.5,45,NA,"Good","Good","Good","Good",NA
"5751",2020-01-14,"new mexico",6.1,0.6,22.1,57,NA,"Good","Good","Good","Moderate",NA
"5752",2020-01-15,"new mexico",5,0.4,24.7,99,NA,"Good","Good","Good","Moderate",NA
"5753",2020-01-16,"new mexico",7.6,0.4,20.1,15,NA,"Good","Good","Good","Good",NA
"5754",2020-01-17,"new mexico",8.9,0.4,12.3,15,NA,"Good","Good","Good","Good",NA
"5755",2020-01-18,"new mexico",3.5,0.3,16.5,13,NA,"Good","Good","Good","Good",NA
"5756",2020-01-19,"new mexico",3.3,0.3,17.3,13,NA,"Good","Good","Good","Good",NA
"5757",2020-01-20,"new mexico",7.2,0.5,18.7,13,NA,"Good","Good","Good","Good",NA
"5758",2020-01-21,"new mexico",8.6,0.5,15.3,12,NA,"Good","Good","Good","Good",NA
"5759",2020-01-22,"new mexico",4.1,0.2,9.6,7,NA,"Good","Good","Good","Good",NA
"5760",2020-01-23,"new mexico",3.4,0.2,10.4,17,NA,"Good","Good","Good","Good",NA
"5761",2020-01-24,"new mexico",5.9,0.4,17.2,33,NA,"Good","Good","Good","Good",NA
"5762",2020-01-25,"new mexico",4,0.4,12.7,29,NA,"Good","Good","Good","Good",NA
"5763",2020-01-26,"new mexico",6,0.3,19.1,24,NA,"Good","Good","Good","Good",NA
"5764",2020-01-27,"new mexico",5.1,0.4,17.5,40,NA,"Good","Good","Good","Good",NA
"5765",2020-01-28,"new mexico",3.4,0.3,20.9,17,NA,"Good","Good","Good","Good",NA
"5766",2020-01-29,"new mexico",4.5,0.4,19.1,28,NA,"Good","Good","Good","Good",NA
"5767",2020-01-30,"new mexico",5.3,0.3,19.7,27,NA,"Good","Good","Good","Good",NA
"5768",2020-01-31,"new mexico",2.6,0.2,2.7,32,NA,"Good","Good","Good","Good",NA
"5769",2020-02-01,"new mexico",4,0.3,16.1,22,NA,"Good","Good","Good","Good",NA
"5770",2020-02-02,"new mexico",3.7,0.3,16.4,26,NA,"Good","Good","Good","Good",NA
"5771",2020-02-03,"new mexico",3.1,0.3,3,51,NA,"Good","Good","Good","Good",NA
"5772",2020-02-04,"new mexico",4.1,0.2,4,14,NA,"Good","Good","Good","Good",NA
"5773",2020-02-05,"new mexico",3.9,0.2,2.1,9,NA,"Good","Good","Good","Good",NA
"5774",2020-02-06,"new mexico",2.2,0.2,12.5,15,NA,"Good","Good","Good","Good",NA
"5775",2020-02-07,"new mexico",2.2,0.3,11.3,23,NA,"Good","Good","Good","Good",NA
"5776",2020-02-08,"new mexico",3.2,0.4,9.5,19,NA,"Good","Good","Good","Good",NA
"5777",2020-02-09,"new mexico",2.5,0.2,10.2,19,NA,"Good","Good","Good","Good",NA
"5778",2020-02-10,"new mexico",3.9,0.2,8,9,NA,"Good","Good","Good","Good",NA
"5779",2020-02-11,"new mexico",3.9,0.2,5.6,5,14.2,"Good","Good","Good","Good","Good"
"5780",2020-02-12,"new mexico",5.5,0.3,10.8,7,13.8,"Good","Good","Good","Good","Good"
"5781",2020-02-13,"new mexico",4.3,0.3,11.5,27,13.9,"Good","Good","Good","Good","Good"
"5782",2020-02-14,"new mexico",7,0.6,19.8,32,14.7,"Good","Good","Good","Good","Good"
"5783",2020-02-15,"new mexico",4.9,0.4,15.5,17,14,"Good","Good","Good","Good","Good"
"5784",2020-02-16,"new mexico",3.9,0.4,13,19,14.8,"Good","Good","Good","Good","Good"
"5785",2020-02-17,"new mexico",3.5,0.3,14.1,17,14.3,"Good","Good","Good","Good","Good"
"5786",2020-02-18,"new mexico",6.6,0.3,11.4,31,14,"Good","Good","Good","Good","Good"
"5787",2020-02-19,"new mexico",8.5,0.3,13.4,32,14.2,"Good","Good","Good","Good","Good"
"5788",2020-02-20,"new mexico",8,0.3,14.1,25,13.8,"Good","Good","Good","Good","Good"
"5789",2020-02-21,"new mexico",7.4,0.2,17.4,18,14.6,"Good","Good","Good","Good","Good"
"5790",2020-02-22,"new mexico",11,0.3,15.3,27,14,"Good","Good","Good","Good","Good"
"5791",2020-02-23,"new mexico",5.6,0.3,5.4,24,13.9,"Good","Good","Good","Good","Good"
"5792",2020-02-24,"new mexico",3.4,0.3,7.6,10,14.1,"Good","Good","Good","Good","Good"
"5793",2020-02-25,"new mexico",2.1,0.2,2.9,27,13.8,"Good","Good","Good","Good","Good"
"5794",2020-02-26,"new mexico",4.4,0.3,8.9,30,13.9,"Good","Good","Good","Good","Good"
"5795",2020-02-27,"new mexico",4.4,0.4,11.5,21,14,"Good","Good","Good","Good","Good"
"5796",2020-02-28,"new mexico",5,0.4,15.7,39,14.6,"Good","Good","Good","Good","Good"
"5797",2020-02-29,"new mexico",5.7,0.5,15.6,37,14.5,"Good","Good","Good","Good","Good"
"5798",2020-03-01,"new mexico",3.1,0.3,7.7,31,14.1,"Good","Good","Good","Good","Good"
"5799",2020-03-02,"new mexico",3.7,0.3,10.1,37,14.1,"Good","Good","Good","Good","Good"
"5800",2020-03-03,"new mexico",3.6,0.3,10.5,15,14.3,"Good","Good","Good","Good","Good"
"5801",2020-03-04,"new mexico",4.5,0.3,12.3,11,14.7,"Good","Good","Good","Good","Good"
"5802",2020-03-05,"new mexico",6,0.3,14.5,16,0.4,"Good","Good","Good","Good","Good"
"5803",2020-03-06,"new mexico",4.8,0.3,11.7,15,0.7,"Good","Good","Good","Good","Good"
"5804",2020-03-07,"new mexico",4.7,0.2,10,29,0.3,"Good","Good","Good","Good","Good"
"5805",2020-03-08,"new mexico",3.1,0.1,6.9,2,0,"Good","Good","Good","Good","Good"
"5806",2020-03-09,"new mexico",4,0.3,11,10,0.2,"Good","Good","Good","Good","Good"
"5807",2020-03-10,"new mexico",3.6,0.3,14,14,0.3,"Good","Good","Good","Good","Good"
"5808",2020-03-11,"new mexico",1.9,0.2,10.9,29,0.2,"Good","Good","Good","Good","Good"
"5809",2020-03-12,"new mexico",2,0.2,13.7,11,0.5,"Good","Good","Good","Good","Good"
"5810",2020-03-13,"new mexico",1.5,0.2,11.5,6,0.1,"Good","Good","Good","Good","Good"
"5811",2020-03-14,"new mexico",1.6,0.2,8.4,18,0.3,"Good","Good","Good","Good","Good"
"5812",2020-03-15,"new mexico",2.8,0.2,15.6,26,0.2,"Good","Good","Good","Good","Good"
"5813",2020-03-16,"new mexico",3.4,0.3,13.7,22,0.4,"Good","Good","Good","Good","Good"
"5814",2020-03-17,"new mexico",3.7,0.4,10.7,34,0.1,"Good","Good","Good","Good","Good"
"5815",2020-03-18,"new mexico",2.9,0.2,5.1,15,0.3,"Good","Good","Good","Good","Good"
"5816",2020-03-19,"new mexico",1.2,0.2,4.1,6,0.2,"Good","Good","Good","Good","Good"
"5817",2020-03-20,"new mexico",3.3,0.4,6.2,16,0.3,"Good","Good","Good","Good","Good"
"5818",2020-03-21,"new mexico",4.1,0.3,10.4,27,0.5,"Good","Good","Good","Good","Good"
"5819",2020-03-22,"new mexico",3.6,0.3,9.9,21,0.4,"Good","Good","Good","Good","Good"
"5820",2020-03-23,"new mexico",2.7,0.2,11.1,24,0.4,"Good","Good","Good","Good","Good"
"5821",2020-03-24,"new mexico",1.2,0.1,11.7,19,0.1,"Good","Good","Good","Good","Good"
"5822",2020-03-25,"new mexico",2.2,0.1,5,33,0,"Good","Good","Good","Good","Good"
"5823",2020-03-26,"new mexico",2.5,0.1,3.1,35,0.1,"Good","Good","Good","Good","Good"
"5824",2020-03-27,"new mexico",2.9,0.2,1.8,237,0.1,"Good","Good","Good","Unhealthy for Sensitive Groups","Good"
"5825",2020-03-28,"new mexico",2.9,0.2,6.7,22,0.2,"Good","Good","Good","Good","Good"
"5826",2020-03-29,"new mexico",3.6,0.2,8.5,26,0.2,"Good","Good","Good","Good","Good"
"5827",2020-03-30,"new mexico",3.6,0.3,5.7,24,0,"Good","Good","Good","Good","Good"
"5828",2020-03-31,"new mexico",3.5,0.3,9.8,25,0.9,"Good","Good","Good","Good","Good"
"5829",2020-04-01,"new mexico",3.2,0.1,11.9,NA,1,"Good","Good","Good",NA,"Good"
"5830",2020-04-02,"new mexico",3.3,NA,4.2,NA,0.1,"Good",NA,"Good",NA,"Good"
"5831",2020-04-03,"new mexico",3.3,NA,4.3,NA,0.2,"Good",NA,"Good",NA,"Good"
"5832",2020-04-04,"new mexico",4,NA,6,NA,0.3,"Good",NA,"Good",NA,"Good"
"5833",2020-04-05,"new mexico",3.1,NA,3.3,NA,0,"Good",NA,"Good",NA,"Good"
"5834",2020-04-06,"new mexico",3.7,NA,7.3,NA,0.2,"Good",NA,"Good",NA,"Good"
"5835",2020-04-07,"new mexico",3.3,NA,12,NA,0,"Good",NA,"Good",NA,"Good"
"5836",2020-04-08,"new mexico",3.3,NA,9.8,NA,0.5,"Good",NA,"Good",NA,"Good"
"5837",2020-04-09,"new mexico",3.3,NA,6.6,NA,0,"Good",NA,"Good",NA,"Good"
"5838",2020-04-10,"new mexico",3.3,NA,7.7,NA,0,"Good",NA,"Good",NA,"Good"
"5839",2020-04-11,"new mexico",3.5,NA,8.3,NA,0.9,"Good",NA,"Good",NA,"Good"
"5840",2020-04-12,"new mexico",2.7,NA,1.2,NA,0.2,"Good",NA,"Good",NA,"Good"
"5841",2020-04-13,"new mexico",4.6,NA,0.6,NA,0.2,"Good",NA,"Good",NA,"Good"
"5842",2020-04-14,"new mexico",4.4,NA,6.1,NA,0.1,"Good",NA,"Good",NA,"Good"
"5843",2020-04-15,"new mexico",4.6,NA,6.6,NA,0.4,"Good",NA,"Good",NA,"Good"
"5844",2020-04-16,"new mexico",3.1,NA,5.1,NA,0.8,"Good",NA,"Good",NA,"Good"
"5845",2020-04-17,"new mexico",3.8,NA,5.6,NA,0,"Good",NA,"Good",NA,"Good"
"5846",2020-04-18,"new mexico",4.3,NA,6.5,NA,0.1,"Good",NA,"Good",NA,"Good"
"5847",2020-04-19,"new mexico",3.5,NA,6.7,NA,0.1,"Good",NA,"Good",NA,"Good"
"5848",2020-04-20,"new mexico",4,NA,3.6,NA,0,"Good",NA,"Good",NA,"Good"
"5849",2020-04-21,"new mexico",4.2,NA,1.7,NA,0.2,"Good",NA,"Good",NA,"Good"
"5850",2020-04-22,"new mexico",3.6,NA,1.1,NA,0.1,"Good",NA,"Good",NA,"Good"
"5851",2020-04-23,"new mexico",4.3,NA,7.2,NA,0.1,"Good",NA,"Good",NA,"Good"
"5852",2020-04-24,"new mexico",4.2,NA,1.3,NA,0,"Good",NA,"Good",NA,"Good"
"5853",2020-04-25,"new mexico",4.5,NA,6.3,NA,0,"Good",NA,"Good",NA,"Good"
"5854",2020-04-26,"new mexico",4.6,NA,9.5,NA,0.6,"Good",NA,"Good",NA,"Good"
"5855",2020-04-27,"new mexico",4,NA,6.1,NA,0,"Good",NA,"Good",NA,"Good"
"5856",2020-04-28,"new mexico",4.2,NA,5.4,NA,0,"Good",NA,"Good",NA,"Good"
"5857",2020-04-29,"new mexico",4.4,NA,11.2,NA,0.5,"Good",NA,"Good",NA,"Good"
"5858",2020-04-30,"new mexico",5.7,NA,10.8,NA,0.3,"Good",NA,"Good",NA,"Good"
"5859",2020-05-01,"new mexico",4.8,NA,5.1,NA,0.1,"Good",NA,"Good",NA,"Good"
"5860",2020-05-02,"new mexico",3.9,NA,3.6,NA,0.3,"Good",NA,"Good",NA,"Good"
"5861",2020-05-03,"new mexico",4.5,NA,2.4,NA,0.2,"Good",NA,"Good",NA,"Good"
"5862",2020-05-04,"new mexico",5.5,NA,1.6,NA,0,"Good",NA,"Good",NA,"Good"
"5863",2020-05-05,"new mexico",5.4,NA,6.1,NA,0,"Good",NA,"Good",NA,"Good"
"5864",2020-05-06,"new mexico",5.4,NA,6.5,NA,1.7,"Good",NA,"Good",NA,"Good"
"5865",2020-05-07,"new mexico",5.3,NA,3.5,NA,0,"Good",NA,"Good",NA,"Good"
"5866",2020-05-08,"new mexico",5.6,NA,3.5,NA,0,"Good",NA,"Good",NA,"Good"
"5867",2020-05-09,"new mexico",5.4,NA,7.2,NA,0.1,"Good",NA,"Good",NA,"Good"
"5868",2020-05-10,"new mexico",5.6,NA,7.3,NA,0,"Good",NA,"Good",NA,"Good"
"5869",2020-05-11,"new mexico",5.3,NA,4.1,NA,0,"Good",NA,"Good",NA,"Good"
"5870",2020-05-12,"new mexico",5,NA,5.3,NA,0.2,"Good",NA,"Good",NA,"Good"
"5871",2020-05-13,"new mexico",3.9,NA,5.2,NA,0.6,"Good",NA,"Good",NA,"Good"
"5872",2020-05-14,"new mexico",4.4,NA,10.9,NA,0.1,"Good",NA,"Good",NA,"Good"
"5873",2020-05-15,"new mexico",4.5,NA,11.1,NA,0.2,"Good",NA,"Good",NA,"Good"
"5874",2020-05-16,"new mexico",4.5,NA,10.6,NA,0,"Good",NA,"Good",NA,"Good"
"5875",2020-05-17,"new mexico",5.3,NA,12.7,NA,0.1,"Good",NA,"Good",NA,"Good"
"5876",2020-05-18,"new mexico",5.1,NA,10.5,NA,0.1,"Good",NA,"Good",NA,"Good"
"5877",2020-05-19,"new mexico",6.6,NA,13.1,NA,0.1,"Good",NA,"Good",NA,"Good"
"5878",2020-05-20,"new mexico",3.4,NA,7,NA,0,"Good",NA,"Good",NA,"Good"
"5879",2020-05-21,"new mexico",2.8,NA,18.2,NA,0.2,"Good",NA,"Good",NA,"Good"
"5880",2020-05-22,"new mexico",3.4,NA,10.1,NA,0.5,"Good",NA,"Good",NA,"Good"
"5881",2020-05-23,"new mexico",3.9,NA,3.3,NA,0.1,"Good",NA,"Good",NA,"Good"
"5882",2020-05-24,"new mexico",4,NA,3.1,NA,0,"Good",NA,"Good",NA,"Good"
"5883",2020-05-25,"new mexico",2.8,NA,2.5,NA,0,"Good",NA,"Good",NA,"Good"
"5884",2020-05-26,"new mexico",2.9,NA,5.7,NA,0,"Good",NA,"Good",NA,"Good"
"5885",2020-05-27,"new mexico",3,NA,7.8,NA,0,"Good",NA,"Good",NA,"Good"
"5886",2020-05-28,"new mexico",3.5,NA,8.6,NA,0.8,"Good",NA,"Good",NA,"Good"
